unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID2
120382 10373 160784 55544 4624 56 6982 4980 19215 0.999375487379976 0.866042154116033 0.876918617268479 FALSE 1 7 1 NO YES 4745 3.67632773388132 18910 4.27671449463029 14.6747752511898 22.4748810153358 32.6335272342676 48.5245901639344 4703 3.67246731306808 18335 4.2633046002873 96.9592808038075 14.300518134715 21.8489228251977 31.8516498500136 47.7665666757567 42 1.63346845557959 575 2.76042248342321 3.04071919619249 100 100 4 0.698970004336019 12 1.11394335230684 0.0634584875727129 18 1.27875360095283 519 2.7160033436348 2.74457958751983 20 1.32221929473392 44 1.65321251377534 0.232681121099947 100 FALSE 7
49171 4014 80658 24144 2394 152 7798 2696 8675 0.998040344670847 0.849106627263278 0.849682017657617 FALSE 2 2 5 NO YES 2594 3.41413736218448 8561 3.93257522349829 19.3785772690106 29.1671533699334 40.8713935287934 59.8177782969279 2557 3.40790054014264 8062 3.90649665979935 94.1712416773741 18.1344579508807 27.4993798064996 39.2458447035475 58.6703051352022 37 1.57978359661681 499 2.69897000433602 5.82875832262586 100 100 5 0.778151250383644 15 1.20411998265592 0.175213176030838 18 1.27875360095283 453 2.6570558528571 5.29143791613129 14 1.17609125905568 31 1.50514997831991 0.362107230463731 100 FALSE 3
96766 8588 167241 52977 6590 59 9267 4477 17729 0.999435951830653 0.849455693581445 0.856787829664488 FALSE 2 0 7 NO NO 4297 3.63326641115542 17523 4.24363324450614 15.4482679906409 24.048393539919 34.6059464703533 51.0243679735205 4251 3.62859325585126 16889 4.22762964957101 96.3818980768133 14.8439812895968 23.4235301083546 33.7734620166973 50.2634851086506 46 1.67209785793572 634 2.80277372529198 3.61810192318667 100 100 3 0.602059991327962 10 1.04139268515822 0.0570678536780232 19 1.30102999566398 552 2.7427251313047 3.15014552302688 24 1.39794000867204 72 1.86332286012046 0.410888546481767 100 FALSE 3
41526 4725 44167 29702 1369 48 6280 2377 6577 0.997567278398104 0.827428917701948 0.882924003460539 FALSE 1 8 0 NO NO 2273 3.35679046035172 6439 3.80888586735981 21.9133405808355 31.0451933530051 42.4289485945023 61.2051560801367 2240 3.35044185653506 5789 3.76267856372744 89.9052647926697 17.1704957678356 26.29124201071 38.0894800483676 58.2311280013819 33 1.53147891704226 650 2.81358098856819 10.0947352073303 100 100 4 0.698970004336019 16 1.23044892137827 0.2484857897189 19 1.30102999566398 615 2.78958071216443 9.55117254232024 10 1.04139268515822 19 1.30102999566398 0.295076875291194 100 FALSE 6
61002 4981 92228 24800 3501 37 10290 3111 9695 0.99855595564873 0.837545125489897 0.879627767274093 FALSE 1 8 0 NO NO 2976 3.47377883464672 9537 3.97945731809785 17.9930795847751 26.1402956904687 36.8040264234036 55.384292754535 2939 3.46834733041216 8923 3.9505595616118 93.5619167453078 15.3984086069708 23.3889947327132 34.1140871904068 53.3677014457021 37 1.57978359661681 614 2.78887511577542 6.43808325469225 100 100 5 0.778151250383644 14 1.17609125905568 0.146796686589074 20 1.32221929473392 583 2.7664128471124 6.11303344867359 12 1.11394335230684 17 1.25527250510331 0.17825311942959 100 FALSE 1
41396 3870 57560 20823 1452 63 3940 2434 6871 0.998835684763738 0.833648667102825 0.867558044596064 FALSE 1 8 0 NO NO 2349 3.37106786227174 6767 3.83046035003097 17.8513373725432 27.1760011822078 39.0128565095316 59.3911629968967 2319 3.3654879848909 6424 3.80787313200333 94.9312841731934 16.6251556662516 25.747198007472 37.5 58.2503113325031 30 1.49136169383427 343 2.53655844257153 5.06871582680656 100 100 2 0.477121254719662 8 0.954242509439325 0.118220777301611 16 1.23044892137827 316 2.50105926221775 4.66972070341362 12 1.11394335230684 19 1.30102999566398 0.280774346091326 100 FALSE 1
47730 5072 62356 29885 1360 85 4284 2756 7922 0.99785407599362 0.851931329396704 0.869223845968384 FALSE 1 8 0 NO NO 2647 3.42291798076766 7796 3.89192753422068 18.0733709594664 27.1421241662391 38.4427911749615 57.6706003078502 2609 3.41664050733828 7419 3.87040390527903 95.1641867624423 17.3877881116053 26.0682032618951 37.2961315541178 56.8270656422698 38 1.5910646070265 377 2.57749179983723 4.83581323755772 100 100 6 0.845098040014257 17 1.25527250510331 0.218060543868651 17 1.25527250510331 329 2.51851393987789 4.22011287839918 15 1.20411998265592 31 1.50514997831991 0.397639815289892 100 FALSE 1
21051 1857 38284 9395 1010 89 1077 1837 4690 0.998294240941803 0.847547972606508 0.846053633147904 FALSE 1 7 1 NO YES 1796 3.25454807710897 4638 3.66642437251876 18.111254851229 28.0293229840448 41.3324708926261 64.1871496334627 1774 3.24919835739111 4525 3.65571454961871 97.5636050021561 18.2983425414365 28.2209944751381 41.414364640884 64.3093922651934 22 1.36172783601759 113 2.05690485133647 2.4363949978439 100 100 4 0.698970004336019 8 0.954242509439325 0.172488141440276 14 1.17609125905568 95 1.98227123303957 2.04829667960328 4 0.698970004336019 10 1.04139268515822 0.215610176800345 100 FALSE 7
68537 6215 115355 32937 3378 57 5001 3870 13293 0.99902204092453 0.855863987921565 0.856465164774569 FALSE 1 7 1 NO YES 3693 3.56749689110422 13077 4.11654133302675 15.9210828171599 24.4016211669343 34.8550890877112 51.8238128011012 3654 3.56288738129388 12702 4.10390629808872 97.1323698095893 15.7927885372382 24.1458038104236 34.3961580853409 51.4407179971658 39 1.60205999132796 375 2.57518784492766 2.86763019041064 100 100 7 0.903089986991944 13 1.14612803567824 0.0994111799342357 17 1.25527250510331 331 2.52113808370404 2.53116158140246 15 1.20411998265592 31 1.50514997831991 0.237057429073947 100 FALSE 7
41079 4061 59427 23722 1922 123 6385 2432 6758 0.997336488610038 0.846700205908996 0.864011743101889 FALSE 1 7 1 NO YES 2355 3.37217528611506 6660 3.82353943365686 18.9489489489489 27.5075075075075 39.2192192192192 58.6036036036036 2320 3.36567514045592 6219 3.79379038469082 93.3783783783784 16.8515838559254 25.2934555394758 36.9995176073324 57.0027335584499 35 1.55630250076729 441 2.64542226934909 6.62162162162162 100 100 8 0.954242509439325 18 1.27875360095283 0.27027027027027 17 1.25527250510331 398 2.60097289568675 5.97597597597598 10 1.04139268515822 25 1.41497334797082 0.375375375375375 100 FALSE 1
39192 4346 50709 28993 1222 24 3425 2323 6659 0.999549480403139 0.840666765519347 0.846522230782053 FALSE 1 7 1 NO YES 2233 3.34908316877959 6559 3.81690383937566 18.7376124409209 29.2117700869035 41.4392437871627 61.4270468059155 2197 3.34202768808747 6232 3.794697126892 95.014483915231 17.8754813863928 28.0808729139923 40.1476251604621 60.5423620025674 36 1.56820172406699 327 2.51587384371168 4.98551608476902 100 100 2 0.477121254719662 3 0.602059991327962 0.04573867967678 16 1.23044892137827 299 2.47712125471966 4.55862174111907 18 1.27875360095283 25 1.41497334797082 0.381155663973167 100 FALSE 1
72130 8130 119075 44224 3751 155 5366 3801 12962 0.998302730289845 0.857120814027835 0.854651400515815 FALSE 2 2 5 NO YES 3626 3.55954755558043 12760 4.10588470866923 16.2617554858934 24.7648902821317 35.3134796238244 52.8213166144201 3585 3.55461028522616 12349 4.09166695759568 96.7789968652038 16.0741760466435 24.3501498097012 34.7558506761681 52.3767106648312 41 1.6232492903979 411 2.61489721603313 3.22100313479624 100 100 6 0.845098040014257 22 1.36172783601759 0.172413793103448 19 1.30102999566398 356 2.55266821611219 2.78996865203762 16 1.23044892137827 33 1.53147891704226 0.258620689655172 100 FALSE 3
45105 3984 74583 20436 1715 25 4052 2773 8272 0.998911991055474 0.84973404152595 0.856744612252645 FALSE 1 7 1 NO YES 2675 3.42748610909579 8145 3.91094440574998 17.3357888275015 25.8317986494782 37.1393492940454 56.353591160221 2639 3.42160392686983 7773 3.89064453629525 95.4327808471455 16.3772031390711 24.6236974141258 35.8291521934903 55.4612118873022 36 1.56820172406699 372 2.57170883180869 4.56721915285451 100 100 6 0.845098040014257 9 1 0.110497237569061 21 1.34242268082221 349 2.54406804435028 4.28483732351136 9 1 14 1.17609125905568 0.171884591774095 100 FALSE 1
46029 4792 70145 28412 2479 87 5162 2969 8995 0.997776541414367 0.864146747232744 0.858587149986492 FALSE 1 7 1 NO YES 2861 3.45666962942376 8865 3.94772772696332 17.8567399887197 26.5764241398759 37.5183305132544 55.6909193457417 2826 3.45132580848952 8482 3.92854946700166 95.6796390298928 17.0950247583117 25.5128507427494 36.3829285545862 54.7866069323273 35 1.55630250076729 383 2.58433122436753 4.32036097010716 100 100 7 0.903089986991944 17 1.25527250510331 0.191765369430344 16 1.23044892137827 344 2.53781909507327 3.88042865200226 12 1.11394335230684 22 1.36172783601759 0.248166948674563 100 FALSE 1
30043 2960 42222 15837 1662 51 9181 1735 4448 0.997302156031245 0.829811149213554 0.868927902590147 FALSE 1 7 1 NO YES 1680 3.22556771343947 4380 3.64157325317818 22.9680365296804 32.1917808219178 45.0684931506849 66.5068493150685 1652 3.21827285357145 3908 3.59206567043225 89.2237442922374 17.6560900716479 27.3285568065507 40.5834186284545 63.7666325486182 28 1.46239799789896 472 2.67486114073781 10.7762557077626 100 100 3 0.602059991327962 12 1.11394335230684 0.273972602739726 19 1.30102999566398 452 2.65609820201283 10.3196347031963 6 0.845098040014257 8 0.954242509439325 0.182648401826484 100 FALSE 6
44988 4211 80492 24655 2296 48 1976 3047 9141 0.998906026694119 0.867191772380274 0.850453068096414 FALSE 1 7 1 NO YES 2942 3.46879026209961 9024 3.9554472105777 16.7442375886525 24.8116134751773 35.4609929078014 54.4437056737589 2912 3.46434048462767 8773 3.94319763006893 97.2185283687943 16.4709905391542 24.5070101447623 35.0963182491736 54.1091986777613 30 1.49136169383427 251 2.40140054078154 2.78147163120567 100 100 4 0.698970004336019 10 1.04139268515822 0.110815602836879 15 1.20411998265592 220 2.34439227368511 2.43794326241135 11 1.07918124604762 21 1.34242268082221 0.232712765957447 100 FALSE 5
62178 5216 111525 30848 3829 35 8137 3576 12087 0.999007196989321 0.856374616648983 0.84975523309735 FALSE 1 7 1 NO YES 3438 3.53643217582201 11924 4.07645838771215 16.5716202616572 25.729620932573 36.6152297886615 54.159677960416 3402 3.53186194909581 11397 4.05682865263781 95.580342167058 15.7936299026059 24.6117399315609 35.2636658769852 52.9964025620777 36 1.56820172406699 527 2.72263392253381 4.41965783294197 100 100 6 0.845098040014257 12 1.11394335230684 0.100637370010064 16 1.23044892137827 489 2.69019608002851 4.1009728279101 14 1.17609125905568 26 1.43136376415899 0.218047635021805 100 FALSE 1
55982 4716 75817 25122 2784 44 12620 2482 7299 0.998903958077951 0.83723797665812 0.859979641074611 FALSE 2 2 5 NO YES 2381 3.37694175714676 7183 3.85636632365925 19.7688987888069 28.2611722121676 39.3568147013783 59.4041486843937 2342 3.36977228859696 6604 3.81987282195055 91.9393011276625 16.4294367050273 24.8334342822532 36.2053301029679 57.450030284676 39 1.60205999132796 579 2.76342799356294 8.06069887233746 100 100 4 0.698970004336019 8 0.954242509439325 0.111374077683419 20 1.32221929473392 545 2.73719264270474 7.58735904218293 15 1.20411998265592 26 1.43136376415899 0.361965752471112 100 FALSE 4
67483 6940 105440 35982 3533 108 6951 3466 11115 0.999010345479973 0.852631578180268 0.857129233352017 FALSE 2 2 5 NO YES 3333 3.52296559549199 10970 4.04024621505771 15.4968094804011 23.7101185050137 34.5396536007293 52.415679124886 3288 3.51706387348265 10548 4.02321129232889 96.1531449407475 14.9791429654911 23.0185817216534 33.7125521425863 51.8107698141828 45 1.66275783168157 422 2.62634036737504 3.84685505925251 100 100 4 0.698970004336019 11 1.07918124604762 0.100273473108478 18 1.27875360095283 362 2.55990662503611 3.29990884229717 23 1.38021124171161 49 1.69897000433602 0.446672743846855 100 FALSE 3
44974 4237 66539 25522 2169 18 1923 2877 8580 0.999417248252428 0.859207458206052 0.861187807473418 FALSE 2 2 5 NO YES 2764 3.44169513564072 8448 3.92680531011161 17.6846590909091 26.657196969697 37.7722537878788 56.3210227272727 2734 3.43695733066945 8199 3.91381385238372 97.0525568181818 17.5753140626906 26.3568727893646 37.2484449323088 55.9458470545189 30 1.49136169383427 249 2.39794000867204 2.94744318181818 100 100 3 0.602059991327962 5 0.778151250383644 0.0591856060606061 17 1.25527250510331 229 2.36172783601759 2.71070075757576 10 1.04139268515822 15 1.20411998265592 0.177556818181818 100 FALSE 3
63673 7238 102355 30899 2440 192 4511 3077 9602 0.998125389504139 0.859925014726177 0.841907059042846 FALSE 2 0 7 NO NO 2957 3.47099816966087 9470 3.97639583661188 16.4308342133052 25.1319957761352 36.3991552270327 54.8680042238648 2914 3.46463855909503 9201 3.96388222892878 97.1594508975713 16.3243125747201 24.9429409846756 36.0939028366482 54.6027605695033 43 1.64345267648619 269 2.43136376415899 2.84054910242872 100 100 7 0.903089986991944 18 1.27875360095283 0.190073917634636 19 1.30102999566398 226 2.35602585719312 2.38648363252376 17 1.25527250510331 25 1.41497334797082 0.263991552270327 100 FALSE 3
77274 7899 134515 46041 4307 78 6969 4254 16556 0.999275186639723 0.851775790739444 0.843923143317744 FALSE 2 0 7 NO NO 4076 3.61034071145216 16357 4.21373020385484 17.4420737299016 26.526869230299 37.1645167206701 53.3166228526013 4028 3.60519726738838 15672 4.19515213359329 95.8121904994804 16.9538029606942 25.6508422664625 36.0579377233282 52.3353751914242 48 1.69019608002851 685 2.83632411570675 4.18780950051966 100 100 8 0.954242509439325 12 1.11394335230684 0.0733630861404903 17 1.25527250510331 611 2.78675142214556 3.7354038026533 23 1.38021124171161 62 1.79934054945358 0.379042611725867 100 FALSE 3
48635 4689 85552 26199 3081 81 8659 3094 10346 0.998260196212778 0.838101680999322 0.848926301057123 FALSE 2 0 7 NO NO 2974 3.47348697006457 10218 4.00940839915187 18.0759444118223 27.4417694265022 38.7159913877471 57.2616950479546 2939 3.46834733041216 9670 3.98547138328959 94.6369152476023 16.8148914167528 25.8738366080662 37.0217166494312 56.028955532575 35 1.55630250076729 548 2.73957234445009 5.36308475239773 100 100 6 0.845098040014257 18 1.27875360095283 0.176159718144451 20 1.32221929473392 510 2.70842090013471 4.99119201409278 9 1 20 1.32221929473392 0.195733020160501 100 FALSE 3
58019 5273 89814 28981 3816 107 8779 3165 10453 0.996843010621981 0.847890556923476 0.848368077711587 FALSE 2 0 7 NO NO 3016 3.47957531017499 10271 4.01165501072478 17.7879466458962 26.5115373381365 37.6983740628955 56.4307272904294 2972 3.47319490920494 9671 3.98551628785272 94.1583098043034 16.3788646468824 24.8371419708407 36.0148898769517 55.2269672215903 44 1.65321251377534 600 2.77887447200274 5.84169019569662 100 100 6 0.845098040014257 33 1.53147891704226 0.321292960763314 21 1.34242268082221 522 2.71850168886727 5.08227047025606 17 1.25527250510331 45 1.66275783168157 0.438126764677247 100 FALSE 3
63163 5193 115444 31495 4546 114 6357 3546 12593 0.998570633686516 0.853887079445814 0.839672167337277 FALSE 2 2 5 NO YES 3377 3.52865964523499 12394 4.09324653110384 17.6940455058899 26.8436340164596 37.4374697434242 54.8249152815879 3333 3.52296559549199 11950 4.0774042463981 96.4176214297241 17.4644351464435 26.2761506276151 36.744769874477 54.2845188284519 44 1.65321251377534 444 2.64836001098093 3.58237857027594 100 100 8 0.954242509439325 18 1.27875360095283 0.145231563659835 18 1.27875360095283 379 2.57978359661681 3.05793125705987 18 1.27875360095283 47 1.68124123737559 0.379215749556237 100 FALSE 3
26235 2873 43079 17778 1644 104 1639 2097 5496 0.996360987997888 0.84388646134664 0.848797582246029 FALSE 2 2 5 NO YES 2042 3.31026836663245 5433 3.73511963408187 17.8538560647893 27.0200625805264 38.9471746732928 60.5558623228419 2013 3.3040594662176 5219 3.71767050300226 96.0611080434383 17.4362904771029 26.4418470971451 38.3023567733282 60.2031040429201 29 1.47712125471966 214 2.33243845991561 3.93889195656175 100 100 5 0.778151250383644 20 1.32221929473392 0.368120743603902 18 1.27875360095283 184 2.26717172840301 3.3867108411559 6 0.845098040014257 10 1.04139268515822 0.184060371801951 100 FALSE 3
67767 5835 118962 32537 4129 39 5130 3781 13983 0.999213329758125 0.852892797788105 0.850389150833762 FALSE 2 2 5 NO YES 3637 3.56086269472746 13817 4.14044518834787 16.8777592820439 25.4686256061374 36.3320547152059 53.5354997466889 3595 3.55581968306119 13290 4.12355765800395 96.1858580010132 16.2302483069977 24.7027840481565 35.3950338600451 52.8141459744169 42 1.63346845557959 527 2.72263392253381 3.81414199898676 100 100 6 0.845098040014257 11 1.07918124604762 0.0796120720851125 19 1.30102999566398 467 2.67024585307412 3.37989433306796 17 1.25527250510331 49 1.69897000433602 0.354635593833683 100 FALSE 3
52130 5404 76542 26230 2157 59 8214 2776 8766 0.998745150583225 0.834588180658695 0.865502092742308 FALSE 2 2 5 NO YES 2701 3.43168534468601 8676 3.93836959745181 19.5597049331489 28.3310281235592 39.4421392346704 58.5753803596127 2664 3.42569721336259 8077 3.90730384883397 93.0958967266021 16.8379348768107 25.3683298254302 36.7586975362139 56.6794601956172 37 1.57978359661681 599 2.77815125038364 6.90410327339788 100 100 6 0.845098040014257 11 1.07918124604762 0.126786537574919 20 1.32221929473392 570 2.75663610824585 6.56984785615491 11 1.07918124604762 18 1.27875360095283 0.20746887966805 100 FALSE 4
213199 20153 336640 98386 12012 77 31271 6900 35005 0.999628624196649 0.847593200729155 0.856020323947915 FALSE 2 2 5 NO YES 6481 3.81170902669619 34500 4.53783168313669 15.9304347826087 23.9855072463768 33.5246376811594 47.9594202898551 6417 3.80739971275949 32740 4.51509193982392 94.8985507246377 14.3219303604154 22.0494807574832 31.4141722663409 46.0781918142944 64 1.81291335664286 1760 3.24575935596728 5.10144927536232 99.2045454545455 100 6 0.845098040014257 13 1.14612803567824 0.0376811594202899 21 1.34242268082221 1646 3.21669359916975 4.77101449275362 37 1.57978359661681 101 2.00860017176192 0.292753623188406 100 FALSE 1
50840 4417 85215 24588 2939 171 7291 3111 9696 0.997215345506172 0.849938117935295 0.857569247556469 FALSE 2 2 5 NO YES 2987 3.47538059314336 9558 3.98041246160689 18.340657041222 26.972169910023 37.9054195438376 55.9845155890354 2950 3.46996920949996 9029 3.95568775031351 94.4653693241264 17.100454092369 25.4845497840292 36.2720124044745 54.6572156384982 37 1.57978359661681 529 2.72427586960079 5.53463067587361 100 100 5 0.778151250383644 27 1.44715803134222 0.282485875706215 17 1.25527250510331 450 2.65417654187796 4.70809792843691 15 1.20411998265592 52 1.72427586960079 0.544046871730488 100 FALSE 3
41954 3086 77788 14248 2859 18 7202 2818 8973 0.999665662543558 0.832497491549652 0.847430238013777 FALSE 2 2 5 NO YES 2729 3.43616264704076 8875 3.94821729355997 19.5830985915493 28.8112676056338 39.943661971831 58.4225352112676 2699 3.43136376415899 8290 3.91860691514498 93.4084507042254 17.2858866103739 26.2605548854041 37.3823884197829 56.5018094089264 30 1.49136169383427 585 2.76789761601809 6.59154929577465 100 100 3 0.602059991327962 3 0.602059991327962 0.0338028169014084 19 1.30102999566398 561 2.74973631556906 6.32112676056338 8 0.954242509439325 21 1.34242268082221 0.236619718309859 100 FALSE 3
33381 2770 61529 17184 2255 148 3037 2394 7020 0.99686609544606 0.854558403341085 0.838317894134054 FALSE 2 2 5 NO YES 2325 3.36660971039243 6933 3.84098383732038 18.2027982114525 27.5782489542766 39.6076734458387 59.6278667243617 2287 3.35945602012099 6699 3.82607480270083 96.6248377325833 18.1668905806837 27.5414240931482 39.2894461859979 59.5462009255113 38 1.5910646070265 234 2.37106786227174 3.3751622674167 100 100 8 0.954242509439325 22 1.36172783601759 0.317322948218664 20 1.32221929473392 181 2.26007138798507 2.61070243761719 10 1.04139268515822 31 1.50514997831991 0.447136881580845 100 FALSE 3
215516 19904 358317 97851 12143 146 33949 6730 36429 0.999313733289601 0.8526448706106 0.862581772054744 FALSE 2 2 5 NO YES 6290 3.79871968518501 35908 4.55520331098714 16.7511418068397 25.0222791578478 34.6719394006907 49.5182132115406 6227 3.79434860389608 33885 4.5300203065047 94.3661579592291 14.9800796812749 22.830160838129 32.4184742511436 47.5254537405932 63 1.80617997398389 2023 3.30621050816776 5.63384204077086 99.3573900148295 100 7 0.903089986991944 22 1.36172783601759 0.0612676840815417 23 1.38021124171161 1863 3.27044590801796 5.18825888381419 33 1.53147891704226 138 2.14301480025409 0.384315472875125 100 FALSE 3
69411 6497 132447 27483 4024 136 4053 4241 15928 0.998430436339509 0.862066800061485 0.844424381953552 FALSE 2 2 5 NO YES 4071 3.6098077693287 15723 4.19656303514805 16.3327609234879 24.5245818228074 34.8661196972588 51.6949691534694 4032 3.60562822200762 15242 4.18307044962996 96.940787381543 15.9427896601496 24.0388400472379 34.3196430914578 51.1415824694922 39 1.60205999132796 481 2.68304703823885 3.05921261845704 100 100 5 0.778151250383644 25 1.41497334797082 0.159002734847039 16 1.23044892137827 416 2.62013605497376 2.64580550785473 18 1.27875360095283 40 1.61278385671974 0.254404375755263 100 FALSE 3
67701 6854 114589 27623 4496 47 11392 3649 13093 0.999159855648698 0.837164896633953 0.838386283979009 FALSE 2 2 5 NO YES 3503 3.54456409749604 12922 4.11136334432513 19.1920755301037 28.2696177062374 39.2199349945829 56.5701903730073 3460 3.53920159929413 12088 4.08239037758172 93.5458907289893 16.9672402382528 25.7445400397088 36.7637326273991 54.6492389146261 43 1.64345267648619 834 2.9216864754836 6.45410927101068 100 100 6 0.845098040014257 11 1.07918124604762 0.0851261414641696 21 1.34242268082221 787 2.89652621748956 6.09038848475468 16 1.23044892137827 36 1.56820172406699 0.278594644791828 100 FALSE 1
73166 7418 110403 39556 3482 107 15209 3473 12125 0.998103091960327 0.835958762197147 0.838762194835303 FALSE 2 2 5 NO YES 3344 3.52439612210384 11985 4.07867427336047 20.2336253650396 29.5953274926992 40.2002503128911 56.9461827284105 3307 3.51956550088051 11094 4.04512730656803 92.5657071339174 17.4598882278709 26.5368667748332 37.1462051559402 54.6421489093204 37 1.57978359661681 891 2.95036485437612 7.4342928660826 100 100 5 0.778151250383644 23 1.38021124171161 0.191906549853984 20 1.32221929473392 843 2.92634244662566 7.03379224030038 12 1.11394335230684 25 1.41497334797082 0.208594075928244 100 FALSE 4
45003 3945 80998 22645 2701 140 9336 2908 8751 0.997828818423233 0.846874641930208 0.859672197837735 FALSE 2 2 5 NO YES 2811 3.44901531634779 8645 3.93681523119763 18.7854251012146 27.4378253325622 38.2186234817814 56.7611336032389 2772 3.44294986957786 8102 3.90864583890711 93.7189126662811 16.316958775611 24.8580597383362 35.8306590965194 55.0357936312022 39 1.60205999132796 543 2.73559889969818 6.28108733371891 100 100 7 0.903089986991944 18 1.27875360095283 0.208212839791787 19 1.30102999566398 509 2.70757017609794 5.8877964141122 13 1.14612803567824 16 1.23044892137827 0.185078079814922 100 FALSE 4
64429 6870 115423 28279 4140 31 18393 3441 12175 0.999342914990273 0.828747432584191 0.850676919361873 FALSE 2 2 5 NO YES 3330 3.52257463269118 12047 4.08091495885663 21.5406325226197 30.3810077197643 40.6823275504275 57.1179546775131 3285 3.51666755909904 10990 4.04103720786703 91.2260313771063 17.6524112829845 26.3512283894449 36.8971792538672 54.3039126478617 45 1.66275783168157 1057 3.02448566769917 8.77396862289367 100 100 4 0.698970004336019 8 0.954242509439325 0.0664065742508508 19 1.30102999566398 1001 3.00086772153123 8.30912260313771 22 1.36172783601759 48 1.69019608002851 0.398439445505105 100 FALSE 4
51463 5083 97909 18813 2948 62 9908 3316 10997 0.998454122944026 0.847231062246766 0.845593484047027 FALSE 2 2 5 NO YES 3191 3.50406288267869 10853 4.03558981724346 19.3771307472588 28.1028287109555 38.3856998065051 56.1595872109094 3153 3.49886168899288 10224 4.00966331667938 94.2043674560029 17.8403755868545 26.0954616588419 36.3947574334898 54.6948356807512 38 1.5910646070265 629 2.79934054945358 5.79563254399705 100 100 6 0.845098040014257 17 1.25527250510331 0.156638717405326 20 1.32221929473392 574 2.75966784468963 5.28886022297982 12 1.11394335230684 38 1.5910646070265 0.350133603611905 100 FALSE 1
28339 2507 45887 14908 1079 106 3955 1897 5007 0.996604751354894 0.851807467841407 0.836826768870044 FALSE 2 5 2 NO YES 1836 3.26410915630581 4940 3.69381485388942 20.1214574898785 29.919028340081 42.5303643724696 64.3927125506073 1807 3.25719842613934 4636 3.6662370958958 93.8461538461538 18.7230371009491 28.3218291630716 40.9836065573771 63.5893011216566 29 1.47712125471966 304 2.48429983934679 6.15384615384615 100 100 6 0.845098040014257 17 1.25527250510331 0.34412955465587 18 1.27875360095283 278 2.4456042032736 5.62753036437247 5 0.778151250383644 9 1 0.182186234817814 100 FALSE 1
83381 17239 130895 55159 3606 134 5309 4261 14409 0.998473175793967 0.864112706735989 0.855575782097452 FALSE 2 5 2 NO YES 4066 3.60927417240459 14181 4.15173748103852 15.7393695790142 24.3776884563853 34.9481700867358 51.2657781538678 4017 3.60400993241223 13710 4.13706913083941 96.6786545377618 15.6746900072939 24.1721371261853 34.3690736688549 50.7366885485047 49 1.69897000433602 471 2.67394199863409 3.32134546223821 100 100 5 0.778151250383644 22 1.36172783601759 0.155137155348706 21 1.34242268082221 403 2.60638136511061 2.84183061843311 23 1.38021124171161 46 1.67209785793572 0.324377688456385 100 FALSE 3
41197 3398 54996 15535 1557 19 5750 2479 6775 0.999557194096595 0.827896677744802 0.855644493513663 FALSE 2 5 2 NO YES 2404 3.38111508070985 6685 3.82516637225655 19.2071802543007 28.1226626776365 39.6409872849663 58.8930441286462 2371 3.37511468469223 6202 3.79260178116497 92.7748691099476 16.4140599806514 25.2176717188004 36.89132537891 56.9171235085456 33 1.53147891704226 483 2.68484536164441 7.22513089005236 100 100 2 0.477121254719662 3 0.602059991327962 0.0448765893792072 22 1.36172783601759 455 2.65896484266444 6.80628272251309 9 1 25 1.41497334797082 0.37397157816006 100 FALSE 1
37575 3708 52916 17166 1806 65 4414 2610 7284 0.998489839376044 0.854063700090522 0.871360692805199 FALSE 2 5 2 NO YES 2526 3.40260524191991 7194 3.85703079827262 17.6953016402558 26.1745899360578 37.1142618849041 57.2143452877398 2492 3.39672227850377 6766 3.83039617648347 94.0505977203225 15.755246822347 23.9875849837422 35.1610996157257 55.8675731599172 34 1.54406804435028 428 2.63245729218472 5.94940227967751 100 100 5 0.778151250383644 11 1.07918124604762 0.152905198776758 19 1.30102999566398 389 2.5910646070265 5.40728384765082 10 1.04139268515822 28 1.46239799789896 0.389213233249931 100 FALSE 1
