unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID2
87893 8412 162076 63120 6839 97 13340 3177 9062 0.999448244317537 0.867578899947496 0.876516357849969 FALSE 2 0 7 NO NO 2945 3.46923274250661 8795 3.94428522068875 15.5997725980671 23.7066515065378 34.3490619670267 52.9164297896532 2904 3.46314613672635 8438 3.92629098688486 95.9408754974417 14.9205972979379 22.7186537094098 33.25432566959 52.1450580706329 41 1.6232492903979 357 2.55388302664387 4.05912450255827 100 3 0.602059991327962 5 0.778151250383644 0.0568504832291074 17 1.25527250510331 304 2.48429983934679 3.45650938032973 21 1.34242268082221 48 1.69019608002851 0.545764638999432 100 FALSE 1
33583 3058 33897 32780 1257 120 5686 1434 2838 0.996124027497801 0.831923887132051 0.900278716424537 FALSE 1 8 0 NO NO 1348 3.1300119496719 2739 3.43775056282039 21.285140562249 29.9014238773275 42.8258488499452 67.3603504928806 1323 3.12188798510368 2453 3.38987455839099 89.5582329317269 15.5320016306563 24.5006114961272 38.4834896045658 65.348552792499 25 1.41497334797082 286 2.45788189673399 10.4417670682731 100 7 0.903089986991944 11 1.07918124604762 0.401606425702811 13 1.14612803567824 268 2.42975228000241 9.78459291712304 5 0.778151250383644 7 0.903089986991944 0.255567725447244 100 FALSE 5
49204 2770 79679 30716 2836 90 9539 2036 4846 0.997730084610545 0.844201401477092 0.879073712187965 FALSE 1 8 0 NO NO 1903 3.27966694404846 4692 3.67145055421249 19.3520886615516 28.1116794543905 39.9403239556692 61.1466325660699 1874 3.27300127206374 4380 3.64157325317818 93.3503836317136 16.8493150684932 25.5707762557078 37.5570776255708 59.5433789954338 29 1.47712125471966 312 2.49554433754645 6.64961636828644 100 6 0.845098040014257 11 1.07918124604762 0.234441602728048 13 1.14612803567824 283 2.45331834004704 6.03154305200341 10 1.04139268515822 18 1.27875360095283 0.383631713554987 100 FALSE 3
38490 3161 52159 27133 1677 107 3944 1580 3231 0.996595478190667 0.85639120750111 0.87619660725284 FALSE 1 8 0 NO NO 1479 3.17026171539496 3119 3.49415459401844 17.9544725873677 27.6370631612696 41.0708560436037 64.3154857326066 1452 3.16226561429802 2973 3.47334096418594 95.3190125040077 16.9862092162799 26.7070299360915 40.1950891355533 64.0430541540532 27 1.44715803134222 146 2.16731733474818 4.68098749599231 100 6 0.845098040014257 11 1.07918124604762 0.352677140109009 15 1.20411998265592 127 2.10720996964787 4.07181789034947 6 0.845098040014257 8 0.954242509439325 0.256492465533825 100 FALSE 3
42697 2243 51375 33590 1316 66 5266 1637 3437 0.996508580167272 0.851905729264167 0.891181579337855 FALSE 1 8 0 NO NO 1549 3.19033169817029 3337 3.52348633234323 19.208870242733 28.3488163020677 41.0848067126161 63.9196883428229 1525 3.18355453361886 3130 3.49568306761692 93.7968234941564 16.8370607028754 26.038338658147 38.9776357827476 62.8115015974441 24 1.39794000867204 207 2.31806333496276 6.20317650584357 100 4 0.698970004336019 11 1.07918124604762 0.329637398861253 13 1.14612803567824 189 2.27875360095283 5.66376985316152 7 0.903089986991944 7 0.903089986991944 0.209769253820797 100 FALSE 3
15628 1196 29463 10764 1916 25 1329 1127 2096 0.997137399822818 0.862118316497527 0.875472922362012 FALSE 1 7 1 NO YES 1066 3.02816441942447 2027 3.3070679506613 18.7962506166749 29.7977306364085 45.0419338924519 72.076961026147 1049 3.02118929906994 1973 3.29534714833362 97.3359644795264 19.0065889508363 30.1064368981247 45.4637607704004 72.1743537759757 17 1.25527250510331 54 1.74036268949424 2.66403552047361 100 3 0.602059991327962 6 0.845098040014257 0.29600394671929 9 1 35 1.55630250076729 1.72668968919586 5 0.778151250383644 13 1.14612803567824 0.641341884558461 100 FALSE 11
68888 4990 104897 55858 4414 492 3347 2571 6520 0.998466256137322 0.873006133630359 0.868863698061813 FALSE 1 7 1 NO YES 2410 3.38219721037745 6329 3.80140371001736 15.6422815610681 24.2850371306684 35.3768367830621 55.1429925738663 2383 3.3773062510682 6184 3.79133970396514 97.7089587612577 15.7988357050453 24.3046571798189 35.2684346701164 54.996765847348 27 1.44715803134222 145 2.16435285578444 2.2910412387423 100 4 0.698970004336019 9 1 0.142202559646074 12 1.11394335230684 118 2.07554696139253 1.86443355980408 11 1.07918124604762 18 1.27875360095283 0.284405119292147 100 FALSE 4
39431 3701 57061 33953 2162 82 4740 1544 3338 0.99760335231395 0.853205509726766 0.880464708014655 FALSE 1 7 1 NO YES 1455 3.16316137497702 3231 3.50947135210255 19.6843082636954 29.124110182606 42.4017332095327 64.9644073042402 1427 3.15472820744016 3024 3.48072537898849 93.5933147632312 17.4603174603175 26.9510582010582 40.5753968253968 64.0542328042328 28 1.46239799789896 207 2.31806333496276 6.4066852367688 100 5 0.778151250383644 7 0.903089986991944 0.216651191581554 16 1.23044892137827 188 2.27646180417324 5.81863200247601 7 0.903089986991944 12 1.11394335230684 0.371402042711235 100 FALSE 3
26362 932 32923 18461 1108 9 1644 1275 2613 0.999234592425432 0.857252197255062 0.85265651490044 FALSE 1 7 1 NO YES 1210 3.08314414314305 2541 3.40517554621799 19.5985832349469 30.224321133412 45.2577725304998 71.3892168437623 1195 3.07773117965239 2439 3.38738982633873 95.9858323494687 18.4911849118491 29.3562935629356 44.4034440344403 71.2587125871259 15 1.20411998265592 102 2.01283722470517 4.01416765053129 100 2 0.477121254719662 2 0.477121254719662 0.0787091696182605 12 1.11394335230684 98 1.99563519459755 3.85674931129477 1 0.301029995663981 2 0.477121254719662 0.0787091696182605 100 FALSE 3
67319 5061 123300 53218 4514 57 6045 2678 6937 0.999135071357741 0.876747872456757 0.872710288726699 FALSE 2 2 5 NO YES 2486 3.39567578526994 6713 3.82698133691199 16.0434976910472 24.3855206316103 35.2301504543423 54.7743184865187 2453 3.38987455839099 6516 3.8140477209956 97.0653955012662 15.6230816451811 23.7722529158993 34.622467771639 54.3278084714549 33 1.53147891704226 197 2.29666519026153 2.9346044987338 100 5 0.778151250383644 5 0.778151250383644 0.074482347683599 14 1.17609125905568 176 2.24797326636181 2.62177863846268 14 1.17609125905568 16 1.23044892137827 0.238343512587517 100 FALSE 1
40410 3195 64744 25809 2450 107 4951 1783 3974 0.997986912435866 0.871665825687806 0.880722494407412 FALSE 1 7 1 NO YES 1680 3.22556771343947 3855 3.58613702523079 16.7055771725032 25.4215304798962 38.3657587548638 62.3346303501946 1656 3.21932250841934 3678 3.56572978783113 95.408560311284 15.252854812398 23.9532354540511 37.0581837955411 61.5551930396955 24 1.39794000867204 177 2.25042000230889 4.59143968871595 100 4 0.698970004336019 8 0.954242509439325 0.207522697795071 13 1.14612803567824 162 2.21218760440396 4.20233463035019 7 0.903089986991944 7 0.903089986991944 0.181582360570687 100 FALSE 1
41289 3278 57917 39575 1678 21 4327 1913 4296 0.999068898977959 0.865689011020277 0.892688797279336 FALSE 1 7 1 NO YES 1809 3.25767857486918 4165 3.61971926561173 16.9267707082833 26.2665066026411 39.1356542617047 61.0084033613445 1786 3.25212455250564 3960 3.59780484240429 95.078031212485 15.0757575757576 24.3181818181818 37.3484848484848 59.8484848484849 23 1.38021124171161 205 2.31386722036915 4.92196878751501 100 3 0.602059991327962 4 0.698970004336019 0.0960384153661465 13 1.14612803567824 194 2.29003461136252 4.6578631452581 7 0.903089986991944 7 0.903089986991944 0.168067226890756 100 FALSE 3
44519 3723 80374 33229 1806 59 1919 2010 4585 0.999563792803569 0.872628133320331 0.864774558834114 FALSE 1 7 1 NO YES 1868 3.27160930137883 4424 3.64591327503384 16.2748643761302 25.2034358047016 37.5226039783002 60.0813743218807 1847 3.26670196688409 4306 3.6341748717626 97.3327305605787 16.1867162099396 24.8954946586159 37.1806781235485 59.8002786809104 21 1.34242268082221 118 2.07554696139253 2.66726943942134 100 2 0.477121254719662 2 0.477121254719662 0.0452079566003617 13 1.14612803567824 107 2.03342375548695 2.41862567811935 6 0.845098040014257 9 1 0.203435804701627 100 FALSE 4
52870 4556 101378 39366 2975 144 6813 2410 5897 0.997625909788662 0.856198065361713 0.873154361278004 FALSE 1 7 1 NO YES 2268 3.35583449588494 5729 3.75815462196739 16.1459242450689 24.7687205445977 36.4286961075231 56.2925466922674 2238 3.35005409357903 5424 3.73439974252057 94.6762087624367 14.4542772861357 22.8982300884956 34.6054572271386 55.1069321533923 30 1.49136169383427 305 2.48572142648158 5.32379123756327 100 6 0.845098040014257 13 1.14612803567824 0.226915692092861 15 1.20411998265592 274 2.43933269383026 4.78268458718799 9 1 18 1.27875360095283 0.314190958282423 100 FALSE 3
48218 2868 77358 39519 1039 95 12788 1682 4071 0.998280518304396 0.837632029384348 0.884792717286374 FALSE 2 2 5 NO YES 1573 3.19700472802305 3951 3.59681693591559 22.3487724626677 31.5110098709188 43.7863831941281 66.0339154644394 1548 3.19005141775921 3584 3.55448916000382 90.7112123513035 17.8850446428571 27.2879464285714 40.1506696428571 63.8392857142857 25 1.41497334797082 367 2.56584781867352 9.28878764869653 100 4 0.698970004336019 7 0.903089986991944 0.17717033662364 16 1.23044892137827 346 2.54032947479087 8.75727663882561 5 0.778151250383644 14 1.17609125905568 0.354340673247279 100 FALSE 5
64987 8340 103569 49413 3025 225 6049 2322 5664 0.997704800498403 0.860699151022777 0.879941949255033 FALSE 2 2 5 NO YES 2192 3.34103863167752 5523 3.74225366990659 16.4222342929567 24.6605105920695 35.8862936809705 56.4367191743618 2158 3.33425264233423 5296 3.7240299729356 95.8899149013217 15.9743202416918 23.9614803625378 35.083081570997 55.9478851963746 34 1.54406804435028 227 2.35793484700045 4.11008509867825 100 6 0.845098040014257 13 1.14612803567824 0.235379322831794 16 1.23044892137827 186 2.2718416065365 3.36773492667029 12 1.11394335230684 28 1.46239799789896 0.506970849176172 100 FALSE 1
37670 3830 62278 30808 2384 66 2731 1883 4316 0.998841517611581 0.862372565193761 0.877430775183561 FALSE 2 2 5 NO YES 1781 3.25090769970086 4192 3.62252486240357 16.9847328244275 25.6202290076336 37.9293893129771 60.949427480916 1760 3.24575935596728 4082 3.610979379923 97.3759541984733 16.8789808917197 25.4287114159726 37.6531112199902 60.7545320921117 21 1.34242268082221 110 2.04532297878666 2.62404580152672 100 4 0.698970004336019 5 0.778151250383644 0.119274809160305 13 1.14612803567824 99 2 2.36164122137405 4 0.698970004336019 6 0.845098040014257 0.143129770992366 100 FALSE 1
61368 7558 98346 43344 3664 32 2880 2139 5143 0.999222241883682 0.880419986621777 0.861946603253737 FALSE 2 0 7 NO NO 1993 3.29972515397564 4981 3.69740372320049 16.8841598072676 25.4968881750652 37.3820517968279 58.8235294117647 1965 3.29358351349612 4874 3.68797462003456 97.851836980526 16.8649979482971 25.4205990972507 37.3615100533443 58.9864587607714 28 1.46239799789896 107 2.03342375548695 2.148163019474 100 3 0.602059991327962 4 0.698970004336019 0.0803051596065047 15 1.20411998265592 87 1.94448267215017 1.74663722144148 10 1.04139268515822 16 1.23044892137827 0.321220638426019 100 FALSE 1
67294 7029 98125 55924 2787 9 4131 2712 7249 0.999586148434838 0.859704785681191 0.864393896545873 FALSE 2 0 7 NO NO 2552 3.40705081480425 7070 3.84948083724399 18.2885431400283 26.4639321074965 37.5388967468175 56.6619519094767 2519 3.40140054078154 6766 3.83039617648347 95.7001414427157 17.1593260419746 25.1847472657405 36.2252438663908 55.7049955660656 33 1.53147891704226 304 2.48429983934679 4.2998585572843 100 3 0.602059991327962 3 0.602059991327962 0.0424328147100424 16 1.23044892137827 280 2.44870631990508 3.96039603960396 14 1.17609125905568 21 1.34242268082221 0.297029702970297 100 FALSE 1
39896 3707 70413 30759 3199 44 7668 1978 4747 0.998736041713217 0.851274487357753 0.864544207827664 FALSE 2 0 7 NO NO 1885 3.27554168840131 4640 3.66661156841903 20.625 29.6336206896552 41.4870689655172 62.3491379310345 1857 3.26904570965762 4376 3.64117654661311 94.3103448275862 18.8528336380256 27.7650822669104 39.6252285191956 61.1745886654479 28 1.46239799789896 264 2.42324587393681 5.68965517241379 100 3 0.602059991327962 6 0.845098040014257 0.129310344827586 17 1.25527250510331 244 2.38916608436453 5.25862068965517 8 0.954242509439325 14 1.17609125905568 0.301724137931034 100 FALSE 1
55392 5591 92787 37483 4071 33 10736 2162 5502 0.999454741913023 0.855870590956251 0.872771950614412 FALSE 2 0 7 NO NO 2033 3.30835094858673 5356 3.72892164637286 19.3241224794623 28.1553398058252 39.3764002987304 60.3622106049291 2007 3.30276370847298 5031 3.70174063243721 93.9320388349515 17.0542635658915 25.6609024050885 37.1297952693302 58.974358974359 26 1.43136376415899 325 2.51321760006794 6.06796116504854 100 3 0.602059991327962 3 0.602059991327962 0.0560119492158327 15 1.20411998265592 306 2.48713837547719 5.71321882001494 8 0.954242509439325 16 1.23044892137827 0.298730395817774 100 FALSE 1
66896 4165 112374 48020 3291 219 9293 2504 6418 0.998909315987988 0.870676221765852 0.859612247410023 FALSE 2 2 5 NO YES 2342 3.36977228859696 6227 3.79434860389608 16.3642203308174 25.3412558214228 36.7913923237514 56.6886140998876 2317 3.36511343162758 6039 3.78103693862113 96.9808896740003 16.1947342275211 25.0041397582381 36.3801953965888 56.3338301043219 25 1.41497334797082 188 2.27646180417324 3.01911032599968 100 2 0.477121254719662 7 0.903089986991944 0.112413682351052 12 1.11394335230684 158 2.20139712432045 2.53733740163803 11 1.07918124604762 23 1.38021124171161 0.369359242010599 100 FALSE 1
28043 2481 42769 22772 1657 58 3227 1355 2708 0.998153615220998 0.864475624577269 0.880720529097012 FALSE 2 2 5 NO YES 1279 3.10720996964787 2626 3.41946007278607 19.002284843869 28.9032749428789 42.6504188880427 68.5833968012186 1255 3.09898963940118 2494 3.39707054995941 94.973343488195 17.6423416198877 27.4258219727346 41.5396952686447 68.4442662389735 24 1.39794000867204 132 2.12385164096709 5.02665651180503 100 4 0.698970004336019 5 0.778151250383644 0.19040365575019 13 1.14612803567824 117 2.07188200730613 4.45544554455446 7 0.903089986991944 10 1.04139268515822 0.380807311500381 100 FALSE 1
56467 3962 103118 42488 4247 188 5810 2774 7079 0.99844610679694 0.867636670620657 0.877665097238173 FALSE 2 2 5 NO YES 2606 3.41614103116833 6891 3.83834526877599 16.1369902771731 24.350602234799 34.6684080684951 54.5929473225947 2578 3.41145134213794 6664 3.82380015374988 96.7058482078073 15.8163265306122 23.6944777911164 33.9585834333733 54.0066026410564 28 1.46239799789896 227 2.35793484700045 3.29415179219272 100 4 0.698970004336019 10 1.04139268515822 0.145116819039327 16 1.23044892137827 202 2.30749603791321 2.9313597445944 8 0.954242509439325 15 1.20411998265592 0.21767522855899 100 FALSE 1
44078 4435 74600 26249 2206 73 10641 1853 4397 0.998862858769928 0.845576527528823 0.876277288430092 FALSE 2 2 5 NO YES 1747 3.24254142829838 4273 3.63083451782805 22.1624151649895 31.4767142522818 43.318511584367 64.3107886730634 1721 3.23603314711764 3958 3.5975855017522 92.6281301193541 19.1258211217787 28.2718544719555 40.5255179383527 62.5315816068722 26 1.43136376415899 315 2.4996870826184 7.37186988064592 100 4 0.698970004336019 5 0.778151250383644 0.1170138076293 16 1.23044892137827 298 2.47567118832443 6.9740229347063 6 0.845098040014257 12 1.11394335230684 0.280833138310321 100 FALSE 1
188662 16543 324744 118917 11527 286 33215 5000 18083 0.999668196095964 0.84737045797303 0.871204517389528 FALSE 2 2 5 NO YES 4511 3.65436909097529 17480 4.24256627280981 16.2070938215103 24.1762013729977 34.0102974828375 49.6853546910755 4470 3.65040466986803 16495 4.21737864793944 94.3649885583524 13.9314943922401 21.6611094270991 31.445892694756 47.6083661715671 41 1.6232492903979 985 2.99387691494121 5.6350114416476 100 3 0.602059991327962 6 0.845098040014257 0.034324942791762 17 1.25527250510331 933 2.97034687623009 5.33752860411899 21 1.34242268082221 46 1.67209785793572 0.263157894736842 100 FALSE 3
42612 3033 76378 24919 3091 149 7672 2131 4959 0.997983462395678 0.856624317691824 0.88041766400955 FALSE 2 2 5 NO YES 2015 3.30449052777349 4830 3.68403703748652 17.0393374741201 25.6521739130435 37.3706004140787 58.9648033126294 1984 3.29776051109913 4579 3.66086547800387 94.8033126293996 15.4618912426294 24.044551212055 35.903035597292 58.0257698187377 31 1.50514997831991 251 2.40140054078154 5.19668737060041 100 5 0.778151250383644 10 1.04139268515822 0.20703933747412 13 1.14612803567824 222 2.34830486304816 4.59627329192547 13 1.14612803567824 19 1.30102999566398 0.393374741200828 100 FALSE 3
36645 1829 69470 15501 1638 184 8555 1828 4420 0.997285065617002 0.82239818818462 0.880993481915199 FALSE 2 2 5 NO YES 1755 3.24452451157008 4339 3.63748972951251 20.6268725512791 29.3616040562342 41.3459322424522 63.493892601982 1730 3.23829706787539 4020 3.60433407310291 92.6480755934547 17.4378109452736 26.1194029850746 38.4577114427861 61.6666666666667 25 1.41497334797082 319 2.50514997831991 7.35192440654529 100 4 0.698970004336019 12 1.11394335230684 0.276561419681954 13 1.14612803567824 293 2.46834733041216 6.75270799723439 8 0.954242509439325 14 1.17609125905568 0.322654989628947 100 FALSE 1
32996 1785 53956 23465 2496 164 1891 1653 3720 0.997043008072465 0.861290320265349 0.855374044693428 FALSE 2 2 5 NO YES 1564 3.19451434188247 3628 3.55978696820056 18.109151047409 27.0672546857773 40.3528114663727 63.9746416758545 1546 3.18949031369937 3527 3.54752857645978 97.2160970231533 17.9189112560249 26.9634250070882 40.2041394953218 63.8502977034307 18 1.27875360095283 101 2.00860017176192 2.78390297684675 100 4 0.698970004336019 11 1.07918124604762 0.303197353914002 10 1.04139268515822 85 1.93449845124357 2.34288864388093 4 0.698970004336019 5 0.778151250383644 0.137816979051819 100 FALSE 1
194054 14853 365428 127559 10302 65 41824 5028 19541 0.999744127219823 0.851952304973158 0.879893106855787 FALSE 2 2 5 NO YES 4616 3.66435987455114 19068 4.28032791874768 17.998741346759 25.6240822320117 35.5149989511223 50.8495909376967 4573 3.66029616027073 17955 4.25420959672962 94.1629955947136 15.4720133667502 22.9295460874408 32.8376496797549 48.6549707602339 43 1.64345267648619 1113 3.04688519083771 5.83700440528634 100 5 0.778151250383644 5 0.778151250383644 0.026221942521502 18 1.27875360095283 1061 3.02612451674545 5.56429620306272 20 1.32221929473392 47 1.68124123737559 0.246486259702119 100 FALSE 1
51933 3645 104103 30307 4828 67 3651 2771 7122 0.998315078631964 0.867733781426939 0.877982479665151 FALSE 2 2 5 NO YES 2601 3.41530729222557 6927 3.84060787900929 16.1397430345027 24.2240508156489 34.8347047784033 53.991626966941 2576 3.4111144185509 6736 3.82846654735268 97.2426735960733 15.9144893111639 23.7381235154394 34.2933491686461 53.5332541567696 25 1.41497334797082 191 2.28330122870355 2.75732640392666 100 4 0.698970004336019 12 1.11394335230684 0.173235166738848 13 1.14612803567824 167 2.22530928172586 2.41085607044897 8 0.954242509439325 12 1.11394335230684 0.173235166738848 100 FALSE 1
54626 5142 96147 39932 2200 30 11636 2398 6341 0.999684590759053 0.841034535812909 0.865319562656422 FALSE 2 2 5 NO YES 2250 3.35237549500052 6169 3.79028516403324 19.8249311071486 28.6918463284163 39.601231966283 58.7777597665748 2223 3.34713478291002 5727 3.7580030092998 92.8351434592316 16.6579360921949 25.2662825213899 36.4588789942378 56.6963506198708 27 1.44715803134222 442 2.64640372622307 7.16485654076836 100 1 0.301029995663981 2 0.477121254719662 0.0324201653428432 16 1.23044892137827 423 2.62736585659273 6.85686497001135 10 1.04139268515822 17 1.25527250510331 0.275571405414168 100 FALSE 3
71591 9097 100757 52471 3027 287 15147 2410 6242 0.99903876802461 0.840595961485748 0.867669228341512 FALSE 2 2 5 NO YES 2241 3.35063560825895 6053 3.78204241662055 21.6256401784239 30.1007764744755 40.8062117958037 60.0363456137452 2209 3.34439227368511 5509 3.74115159885178 91.0127209648108 17.2808132147395 25.7033944454529 36.7580323107642 57.3788346342349 32 1.51851393987789 544 2.73639650227664 8.98727903518916 100 3 0.602059991327962 6 0.845098040014257 0.0991244011234099 16 1.23044892137827 516 2.71349054309394 8.52469849661325 13 1.14612803567824 22 1.36172783601759 0.363456137452503 100 FALSE 3
38740 3624 69355 30181 2647 128 8777 1888 4340 0.997695850235724 0.847465435835333 0.885251416471391 FALSE 2 2 5 NO YES 1774 3.24919835739111 4210 3.62438524142026 20 28.2660332541568 39.9287410926366 62.0427553444181 1745 3.24204423936955 3897 3.5908418347816 92.5653206650831 16.6794970490121 25.0962278675905 37.1311265075699 60.2258147292789 29 1.47712125471966 313 2.49692964807321 7.43467933491686 100 4 0.698970004336019 9 1 0.213776722090261 15 1.20411998265592 284 2.45484486000851 6.7458432304038 10 1.04139268515822 20 1.32221929473392 0.475059382422803 100 FALSE 1
57449 4713 113333 32020 5051 83 21760 2307 6149 0.998698973818997 0.836396160617342 0.872986057918266 FALSE 2 2 5 NO YES 2170 3.33665982345442 5987 3.77728179167101 21.5299816268582 30.4660096876566 41.6569233338901 60.6313679639218 2141 3.33081946649584 5412 3.73343802709106 90.3958576916653 16.629711751663 25.4988913525499 37.139689578714 57.649667405765 29 1.47712125471966 575 2.76042248342321 9.60414230833472 100 5 0.778151250383644 8 0.954242509439325 0.133622849507266 16 1.23044892137827 554 2.74429298312268 9.25338232837815 8 0.954242509439325 13 1.14612803567824 0.217137130449307 100 FALSE 3
45286 3265 89030 22118 3901 115 7235 2263 5730 0.998952877837779 0.843804536049207 0.874344023832419 FALSE 2 2 5 NO YES 2116 3.32572085801941 5570 3.74593315845944 18.5996409335727 27.4506283662478 39.1382405745063 59.2280071813285 2087 3.31973049433022 5220 3.71775369321072 93.7163375224416 16.3793103448276 25.0574712643678 36.7816091954023 57.72030651341 29 1.47712125471966 350 2.54530711646582 6.28366247755835 100 3 0.602059991327962 6 0.845098040014257 0.107719928186715 15 1.20411998265592 327 2.51587384371168 5.87073608617594 11 1.07918124604762 17 1.25527250510331 0.305206463195691 100 FALSE 1
23967 1675 37257 17343 1779 1 2948 1224 2414 0.999585745652089 0.867025679921186 0.852523394683535 FALSE 2 5 2 NO YES 1173 3.0696680969116 2357 3.37254380075907 19.6436147645312 30.3351718285957 44.7178616885872 71.4467543487484 1156 3.06333335895175 2243 3.35102285258412 95.1633432329232 18.5465893892109 29.0682122157824 43.6914846188141 70.7534551939367 17 1.25527250510331 114 2.06069784035361 4.83665676707679 100 1 0.301029995663981 1 0.301029995663981 0.0424268137462877 12 1.11394335230684 106 2.02938377768521 4.49724225710649 4 0.698970004336019 7 0.903089986991944 0.296987696224014 100 FALSE 9
81596 24367 126857 78538 3076 104 5262 2912 7400 0.997702701354456 0.87621621503214 0.875539357379247 FALSE 2 5 2 NO YES 2674 3.42732378635725 7124 3.85278486868055 16.3110612015721 24.1437394722066 35.1768669286917 54.0286355979787 2639 3.42160392686983 6906 3.83928945600615 96.9399213924761 16.0584998551984 23.819866782508 34.7379090645815 53.6490008688097 35 1.55630250076729 218 2.34044411484012 3.06007860752386 100 5 0.778151250383644 17 1.25527250510331 0.238629983155531 17 1.25527250510331 181 2.26007138798507 2.54070746771477 13 1.14612803567824 20 1.32221929473392 0.280741156653565 100 FALSE 1
29259 1858 42980 17922 918 58 3761 1526 3065 0.997716146826375 0.846982052701527 0.880584402661003 FALSE 2 5 2 NO YES 1443 3.15956719323362 2964 3.47202469770028 19.1295546558704 28.2726045883941 40.9919028340081 64.7098515519568 1421 3.15289959639375 2773 3.44310645673727 93.5560053981107 16.4442841687703 25.8204111071042 38.7666786873422 63.649477100613 22 1.36172783601759 191 2.28330122870355 6.44399460188934 100 3 0.602059991327962 7 0.903089986991944 0.236167341430499 14 1.17609125905568 179 2.25527250510331 6.0391363022942 5 0.778151250383644 5 0.778151250383644 0.168690958164642 100 FALSE 3
29279 2485 45837 25382 954 59 3977 1612 3214 0.997822025520155 0.841630364525108 0.897632552481168 FALSE 2 5 2 NO YES 1537 3.18695633546541 3126 3.49512788124293 18.4900831733845 27.3832373640435 39.9552143314139 62.763915547025 1512 3.17983892802319 2936 3.4679039465228 93.9219449776072 16.4509536784741 25.374659400545 37.9427792915531 61.7506811989101 25 1.41497334797082 190 2.28103336724773 6.07805502239283 100 2 0.477121254719662 7 0.903089986991944 0.223928342930262 13 1.14612803567824 171 2.23552844690755 5.47024952015355 10 1.04139268515822 12 1.11394335230684 0.383877159309021 100 FALSE 1
24657 2363 44977 14987 1319 52 13195 1208 2781 0.998561664873924 0.784250266867133 0.894638998061855 FALSE 2 5 2 NO YES 1141 3.05766610390983 2706 3.43248825577051 29.7117516629712 39.5417590539542 52.6607538802661 76.3118994826312 1117 3.0484418035504 2252 3.35276119172383 83.2224685883222 19.6714031971581 30.683836589698 45.5595026642984 72.6021314387211 24 1.39794000867204 454 2.65801139665711 16.7775314116778 100 2 0.477121254719662 4 0.698970004336019 0.147819660014782 17 1.25527250510331 444 2.64836001098093 16.4079822616408 5 0.778151250383644 6 0.845098040014257 0.221729490022173 100 FALSE 6
142003 11528 189698 81237 5967 134 19253 3960 12747 0.99992154938423 0.85235741676288 0.877539124861438 FALSE 2 5 2 NO YES 3660 3.56359972888153 12402 4.09352674369967 17.908401870666 25.753910659571 35.8087405257217 52.322206095791 3621 3.55894844597804 11640 4.06599028923378 93.8558297048863 15.3350515463918 23.0154639175258 33.0841924398625 50.1890034364261 39 1.60205999132796 762 2.88252453795488 6.14417029511369 100 1 0.301029995663981 1 0.301029995663981 0.00806321561038542 16 1.23044892137827 716 2.8555191556678 5.77326237703596 22 1.36172783601759 45 1.66275783168157 0.362844702467344 100 FALSE 1
34568 3774 59584 32572 1570 20 2893 1660 3507 0.999144565157843 0.869974334559526 0.873963860952777 FALSE 2 7 0 NO NO 1579 3.19865708695442 3418 3.53389910079659 15.7987126974839 25.5705090696314 38.6775892334699 62.1708601521358 1561 3.19368102954128 3317 3.52087638168834 97.0450555880632 15.6768164003618 25.2637925836599 38.4082001808863 61.9535725052759 18 1.27875360095283 101 2.00860017176192 2.95494441193681 100 1 0.301029995663981 3 0.602059991327962 0.0877706260971328 13 1.14612803567824 94 1.97772360528885 2.75014628437683 4 0.698970004336019 4 0.698970004336019 0.117027501462844 100 FALSE 3
52504 6704 88860 52420 2211 11 8022 2126 5281 0.999431923879129 0.868585493526632 0.86687963097968 FALSE 2 7 0 NO NO 1995 3.30016053695135 5132 3.71037126426076 17.4785658612627 26.4224473889322 38.4255650818394 59.8012470771629 1969 3.29446622616159 4888 3.68922003726384 95.2455183164458 16.2643207855974 25.1227495908347 37.0703764320786 59.0016366612111 26 1.43136376415899 244 2.38916608436453 4.75448168355417 100 2 0.477121254719662 3 0.602059991327962 0.0584567420109119 16 1.23044892137827 228 2.35983548233989 4.44271239282931 8 0.954242509439325 13 1.14612803567824 0.253312548713952 100 FALSE 3
