unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
126600 11522 178127 65035 5494 121 26124 5725 25728 0.998600745880519 0.824821206147069 0.850707069843334 2 5 2 NO YES 5628 3.7504312486602 25625 4.40868082181047 20.4292682926829 29.1668292682927 38.7395121951219 52.7882926829268 5564 3.74546516867073 23364 4.36856578536033 91.1765853658537 16.658106488615 24.9486389316898 34.6772812874508 49.4393083376134 64 1.81291335664286 2261 3.35449260058944 8.82341463414634 99.3808049535604 100 7 0.903089986991944 36 1.56820172406699 0.140487804878049 25 1.41497334797082 2138 3.33021078457153 8.34341463414634 32 1.51851393987789 87 1.94448267215017 0.339512195121951 100 FALSE 1
110111 12148 163172 57164 5736 310 22366 5380 23219 0.99767431801642 0.835651836497846 0.862913621209518 2 5 2 NO YES 5293 3.72378393696533 23124 4.36408174141107 18.8548693997578 27.0541428818543 37.4459436083723 52.5687597301505 5232 3.71875073473967 21316 4.32872608519878 92.1812835149628 15.3921936573466 23.5034715706512 34.0026271345468 49.7372865453181 61 1.79239168949825 1808 3.25743856685981 7.81871648503719 99.391592920354 100 11 1.07918124604762 54 1.74036268949424 0.233523611831863 22 1.36172783601759 1686 3.22711508258913 7.29112610275039 28 1.46239799789896 68 1.83884909073726 0.294066770454939 100 FALSE 1
183027 20191 205425 119659 6206 569 27269 7318 35848 0.996485159284622 0.818372014946895 0.872517051853087 2 5 2 NO YES 7172 3.85570083083544 35693 4.55259521930861 18.3145154512089 26.2852660185471 35.1917742974813 48.6089709466842 7095 3.85101360682367 32464 4.51141540720877 90.9534082313059 13.9600788565796 21.682479053721 30.7355840315426 44.7665105963529 77 1.89209460269048 3229 3.5092025223311 9.04659176869414 98.9160730876432 100 12 1.11394335230684 126 2.10380372095596 0.35301039419494 22 1.36172783601759 2941 3.46864266839151 8.23971086767714 43 1.64345267648619 162 2.21218760440396 0.453870506822066 100 FALSE 1
88312 10341 101116 56586 2723 253 7053 4478 15704 0.996306672824563 0.856469688705763 0.867612794439127 3 3 3 NO YES 4420 3.64552051490587 15636 4.1941534361651 17.3637759017652 26.0296751087235 36.0961882834485 51.5796878997186 4372 3.64077947734486 14784 4.16982132886214 94.5510360706063 16.1323051948052 24.4588744588745 34.2532467532467 50.0338203463203 48 1.69019608002851 852 2.93094903116752 5.44896392939371 100 100 7 0.903089986991944 58 1.77085201164214 0.370938859043234 20 1.32221929473392 750 2.87563993700417 4.79662317728319 21 1.34242268082221 44 1.65321251377534 0.281401893067281 100 FALSE 1
101871 9288 147753 51470 5273 161 6173 5974 26657 0.998349401283584 0.852271448080327 0.852496210190115 2 5 2 NO YES 5871 3.76878604690801 26534 4.4238190919654 15.8702042662245 24.3649657043793 34.8006331499209 49.6306625461672 5820 3.76499759928488 25627 4.40871471531982 96.581744177282 15.5851250634097 23.8849650758965 33.9641784055879 48.784485113357 51 1.7160033436348 907 2.95808584852109 3.41825582271802 99.8897464167585 100 11 1.07918124604762 44 1.65321251377534 0.165824979271878 20 1.32221929473392 800 2.90363251608424 3.01499962312505 20 1.32221929473392 63 1.80617997398389 0.237431220321097 100 FALSE 1
223661 25698 265310 144896 7940 155 36771 8747 54106 0.999186781318304 0.825342845372908 0.877499560584859 2 5 2 NO YES 8569 3.9329808219232 53910 4.73167738767085 18.6829901687999 26.546095344092 35.7243554071601 48.9463921350399 8491 3.92900998549396 49646 4.69589301068015 92.0905212391022 15.0082584699674 22.6060508399468 31.8132377230794 45.6935100511622 78 1.89762709129044 4264 3.62991903550354 7.90947876089779 99.0853658536585 100 10 1.04139268515822 44 1.65321251377534 0.0816175106659247 26 1.43136376415899 4006 3.6028193424327 7.4309033574476 42 1.63346845557959 214 2.33243845991561 0.39695789278427 100 FALSE 1
246760 22875 410437 161567 13272 339 19124 9281 63166 0.998701833106624 0.852483931093866 0.860605252730068 2 5 2 NO YES 9048 3.95660058821318 62904 4.79868516668704 14.7780745262622 22.5709016914664 31.7833524100216 45.7204629276358 8966 3.95264716975894 60640 4.78276635441326 96.400864809869 14.254617414248 21.7826517150396 30.7272427440633 44.714709762533 82 1.91907809237607 2264 3.35506820634885 3.59913519013099 98.1890459363958 100 12 1.11394335230684 82 1.91907809237607 0.130357369960575 21 1.34242268082221 1974 3.29556709996248 3.13811522319725 49 1.69897000433602 208 2.32014628611105 0.330662596973165 100 FALSE 1
227295 17453 405179 96711 14806 208 31441 8594 55303 0.998951232121413 0.847802108231416 0.860893466738971 2 5 2 NO YES 8403 3.92448604373392 55092 4.74109642181917 15.3615769984753 23.4026718942859 32.8886226675379 47.0594641690264 8336 3.92100980149703 52740 4.72214836001116 95.7307776083642 14.3591202123625 22.0838073568449 31.2855517633675 45.5783086841107 67 1.83250891270624 2352 3.37162192717602 4.26922239163581 99.2772108843537 100 9 1 58 1.77085201164214 0.105278443331155 24 1.39794000867204 2177 3.33805787541976 3.95157191606767 34 1.54406804435028 117 2.07188200730613 0.212372032236985 100 FALSE 1
6553 278 4209 2040 76 4 132 907 1351 0.997039222819843 0.819393036125884 0.890444926388406 2 5 2 NO YES 899 2.95424250943932 1342 3.12807601266872 21.833084947839 32.1907600596125 47.0938897168405 70.2682563338301 879 2.94448267215017 1257 3.09968064110925 93.6661698956781 19.8886237072395 30.230708035004 45.9824980111376 69.848846459825 20 1.32221929473392 85 1.93449845124357 6.33383010432191 100 100 3 0.602059991327962 4 0.698970004336019 0.29806259314456 13 1.14612803567824 73 1.86923171973098 5.43964232488823 4 0.698970004336019 8 0.954242509439325 0.596125186289121 100 FALSE 1
215901 15971 200109 68069 6685 294 18872 6508 31118 0.997718362041995 0.838164406183507 0.858441783391676 3 3 3 NO YES 6388 3.80543288813214 30988 4.4912075619931 17.7197624887053 26.3263198657545 35.7009164838002 50.1387633922809 6319 3.80071707828239 29040 4.46301156681471 93.7136956241126 15.6129476584022 23.8292011019284 33.1301652892562 47.8650137741047 69 1.84509804001426 1948 3.28981183911762 6.28630437588744 99.0246406570842 100 11 1.07918124604762 70 1.85125834871908 0.22589389441074 26 1.43136376415899 1790 3.25309558584903 5.77642958564606 32 1.51851393987789 88 1.94939000664491 0.283980895830644 100 FALSE 1
287411 22525 410247 161354 13592 319 20866 9096 62098 0.998776127894815 0.856098424932188 0.859480038088177 3 0 6 NO NO 8849 3.94694327069783 61831 4.79121329428985 15.7283563261147 23.5771700279795 32.8815642638806 46.7726544937006 8762 3.94265281169321 59442 4.77410071950366 96.1362423379858 15.033141549746 22.5884055045254 31.7115844016016 45.6882339086841 87 1.94448267215017 2389 3.37839790094814 3.8637576620142 97.6559229803265 100 12 1.11394335230684 75 1.88081359228079 0.12129837783636 24 1.39794000867204 2088 3.31993843998031 3.37694683896427 51 1.7160033436348 226 2.35602585719312 0.365512445213566 99.5575221238938 FALSE 1
147133 14340 239869 69513 7901 334 26811 6290 32139 0.998257568375414 0.842963377565275 0.849683919946507 3 0 6 NO NO 6162 3.78979216773068 31996 4.50510926130359 18.646080760095 27.3596699587448 37.7359669958745 52.0815101887736 6097 3.78518742002936 29920 4.47597610413977 93.5116889611201 16.3970588235294 24.9532085561497 35.1370320855615 49.8830213903743 65 1.81954393554187 2076 3.3174364965351 6.48831103887986 99.2774566473989 100 9 1 56 1.75587485567249 0.175021877734717 21 1.34242268082221 1912 3.2817149700273 5.97574696837105 35 1.55630250076729 108 2.03742649794062 0.337542192774097 100 FALSE 1
185495 17404 293402 99439 9526 248 34630 7569 41333 0.998645150122506 0.83570028770336 0.871700367333519 3 0 6 NO NO 7418 3.87034537108096 41167 4.61455976886627 17.0986469745184 24.684820365827 33.8013457380912 47.4287657589817 7347 3.86616914763377 38494 4.58540432396496 93.5069351665169 14.4360160024939 21.8215825842989 30.9113108536395 44.9212864342495 71 1.85733249643127 2673 3.42716140292597 6.49306483348313 99.0273101384213 100 11 1.07918124604762 56 1.75587485567249 0.136031287196055 23 1.38021124171161 2456 3.39040515648008 5.96594359559842 37 1.57978359661681 161 2.20951501454263 0.391089950688658 100 FALSE 1
244603 21264 394749 114986 14418 296 20457 8942 61422 0.998860343036882 0.850444466013734 0.85358652378846 3 0 6 NO NO 8729 3.94101424370557 61179 4.78660947264866 16.1346213570016 24.4185096193138 34.2846401543013 48.0622435803135 8650 3.93706631201743 58908 4.77018165050432 96.2879419408621 15.5666462959191 23.5553744822435 33.2263869083995 47.0309635363618 79 1.90308998699194 2271 3.35640832703898 3.71205805913794 98.3267283135183 100 9 1 70 1.85125834871908 0.114418346164534 24 1.39794000867204 1991 3.29928933408768 3.25438467447981 46 1.67209785793572 210 2.32428245529769 0.343255038493601 100 FALSE 1
284537 5846 97172 29027 2986 41 6272 5601 22678 0.999250374371968 0.837331333963607 0.87044674554778 3 0 6 NO NO 5540 3.7435881501599 22615 4.35441579548146 17.4530179084678 25.7926155206721 35.626796374088 50.1879283661287 5489 3.73957234445009 21456 4.33156900120298 94.8750829095733 16.0281506338553 23.9699850857569 33.668903803132 48.5039149888143 51 1.7160033436348 1159 3.06445798922692 5.12491709042671 99.9137187230371 100 6 0.845098040014257 17 1.25527250510331 0.0751713464514703 21 1.34242268082221 1066 3.02816441942447 4.71368560689808 24 1.39794000867204 76 1.88649072517248 0.336060137077161 100 FALSE 1
67432 6073 103497 30377 3236 96 9693 4286 14711 0.998164638027215 0.842974644250578 0.865406250148698 2 7 0 NO NO 4220 3.62541535215441 14639 4.16554107672237 17.9588769724708 26.2176378167908 35.8904296741581 51.7111824578182 4179 3.62117628177504 13727 4.13760727050463 93.7700662613566 15.7791214394988 23.5739782909594 33.2774823340861 49.5956873315364 41 1.6232492903979 912 2.9604707775343 6.22993373864335 100 100 5 0.778151250383644 27 1.44715803134222 0.184438827788783 18 1.27875360095283 852 2.93094903116752 5.8200696768905 18 1.27875360095283 33 1.53147891704226 0.225425233964069 100 FALSE 1
84476 6259 107932 34954 3767 415 11643 4568 17746 0.995604642738868 0.829200946224952 0.835849861461816 4 0 5 NO NO 4512 3.65446533352015 17689 4.24772783290972 19.4866866414156 28.9275821131777 39.6969868279722 55.039855277291 4464 3.64982146322457 16334 4.21311913881146 92.3398722369834 16.8544141055467 26.0622015427942 36.6964613689237 52.436635239378 48 1.69019608002851 1355 3.13225968953104 7.66012776301656 100 100 7 0.903089986991944 78 1.89762709129044 0.440952004070326 21 1.34242268082221 1230 3.09025805293132 6.95347391033976 20 1.32221929473392 47 1.68124123737559 0.265701848606479 100 FALSE 1
375782 31843 611890 183463 18754 249 51789 10493 96399 0.99933609259439 0.845413334075518 0.858691391125282 3 3 3 NO YES 10171 4.00740635150367 96046 4.98248380434823 16.5066738854299 24.6923349228495 34.4855590029777 48.2956083543302 10084 4.00367590254878 91136 4.95969472860358 94.8878662307644 15.0533268960674 22.8680214185393 32.4635709269663 46.4712078651685 87 1.94448267215017 4910 3.6911699341316 5.11213376923557 98.7576374745418 100 8 0.954242509439325 64 1.81291335664286 0.0666347375216042 28 1.46239799789896 4529 3.65609820201283 4.71544884742727 51 1.7160033436348 317 2.50242711998443 0.330050184286696 99.6845425867508 FALSE 1
407370 37553 630765 217463 22071 260 39748 10566 91192 0.999276252193254 0.855096938234155 0.847651016794125 3 3 3 NO YES 10225 4.00970578839052 90810 4.95813845810208 14.9752229930624 23.3179165290166 32.5757075211981 45.7945160224645 10144 4.00625205136936 87689 4.9429500700771 96.5631538376831 14.5491452747779 22.6140108793577 31.6014551426063 44.8151991697932 81 1.91381385238372 3121 3.4944328987264 3.43684616231693 98.1416212752323 100 12 1.11394335230684 65 1.81954393554187 0.0715780200418456 23 1.38021124171161 2726 3.43568513794163 3.00187204052417 46 1.67209785793572 330 2.51982799377572 0.363396101750908 100 FALSE 1
202246 17329 291512 105649 9760 392 19060 8144 48587 0.99833288719239 0.847798793741577 0.846522558189936 3 3 3 NO YES 7955 3.9006947744524 48388 4.68474664713509 17.9424650739853 26.7566338761676 36.5813838141688 50.1839298999752 7886 3.89691184082603 45799 4.66086547800387 94.6494998760023 16.5855149675757 25.0311142164676 34.5946418044062 48.3918862857268 69 1.84509804001426 2589 3.41329976408125 5.35050012399769 99.0343762070297 100 10 1.04139268515822 81 1.91381385238372 0.167396875258328 25 1.41497334797082 2355 3.37217528611506 4.86690915102918 34 1.54406804435028 153 2.18752072083646 0.316194097710176 100 FALSE 1
726688 69153 1068015 452217 33089 501 130991 11930 136655 0.999414584098685 0.840730306184133 0.860722193792968 3 3 3 NO YES 11382 4.05625673585014 136005 5.13355806799825 16.9346715194294 25.1549575383258 35.030329767288 48.3401345538767 11285 4.05254004593402 127391 5.105142155904 93.6664093231866 14.6132772330855 22.4489956119349 32.1694625209002 45.7905189534582 97 1.99122607569249 8614 3.93525528178405 6.33359067681335 98.6997910378454 100 12 1.11394335230684 80 1.90848501887865 0.0588213668615124 28 1.46239799789896 8111 3.90912794198926 5.96375133267159 57 1.76342799356294 423 2.62736585659273 0.311017977280247 98.3451536643026 FALSE 1
205632 21050 283426 158322 8821 237 20851 8094 47231 0.99868730261932 0.850013761967772 0.866210568014531 3 3 3 NO YES 7927 3.89916364147722 47044 4.67251347286851 16.172094209676 24.100841765156 33.6599778930363 47.4449451577247 7847 3.89475899437189 44788 4.65117136609885 95.2044894141655 15.0665356791998 22.5305885505046 31.876842011253 45.8560328659462 80 1.90848501887865 2256 3.35353155907776 4.79551058583454 98.3156028368794 100 13 1.14612803567824 62 1.79934054945358 0.131791514327013 23 1.38021124171161 2035 3.30877777366472 4.32573760734631 44 1.65321251377534 159 2.20411998265593 0.337981464161211 100 FALSE 1
133797 12597 215553 74882 6705 396 19016 6678 30831 0.997891732023648 0.841717751340625 0.863189366809586 3 3 3 NO YES 6565 3.81730087839332 30711 4.48730809910935 15.7109830353945 23.8285956172056 33.5254469082739 47.9046595682329 6499 3.81291335664286 29083 4.46365413597183 94.698967796555 14.1801052161056 21.9784753979988 31.4857476876526 46.0990956916412 66 1.82607480270083 1628 3.21192108430851 5.30103220344502 99.017199017199 100 11 1.07918124604762 65 1.81954393554187 0.211650548663345 25 1.41497334797082 1482 3.17114115102838 4.82563250952427 30 1.49136169383427 81 1.91381385238372 0.2637491452574 100 FALSE 1
181574 16111 255042 62284 9436 374 32998 10554 84354 0.998530004386451 0.813180169190177 0.887948302635524 3 3 3 NO YES 10352 4.01506621401115 84139 4.92500250768098 18.6726726012907 25.9190149633345 34.8364016686673 48.1726666587433 10264 4.01135895370661 77187 4.88754978817426 91.737482023794 14.6099731820125 21.607265472165 30.6981745630741 44.6461191651444 88 1.94939000664491 6952 3.84217222938562 8.26251797620604 99.0650172612198 100 12 1.11394335230684 124 2.09691001300806 0.147375176790787 24 1.39794000867204 6502 3.8131137540079 7.72768870559431 52 1.72427586960079 326 2.51454775266029 0.387454093820939 99.3865030674847 FALSE 1
222612 17032 385637 82491 13968 231 38089 7934 47843 0.999059423322313 0.850281127677971 0.856969492513117 3 3 3 NO YES 7766 3.89025330515453 47658 4.67814492556734 16.8072516681355 25.1248478744387 34.8084267069537 48.7976834949012 7694 3.8862086241675 44942 4.65266205873643 94.3010617315036 14.952605580526 22.8650260335544 32.4084375417204 46.7291175292599 72 1.86332286012046 2716 3.43408963841789 5.69893826849637 98.9322533136966 100 10 1.04139268515822 42 1.63346845557959 0.0881279113685006 25 1.41497334797082 2529 3.40312052117582 5.30655923454614 37 1.57978359661681 145 2.16435285578444 0.304251122581728 100 FALSE 1
145864 10947 210535 72051 7721 188 18381 7642 41873 0.9986387407163 0.827311154962073 0.858357209094832 3 3 3 NO YES 7495 3.87482957787972 41714 4.62029224791984 19.0391715011747 27.3097760943568 36.7142925636477 50.4794553387352 7424 3.87069645798925 38733 4.58809234821838 92.8537181761519 16.1954922159399 24.0621692097178 33.4624222239434 47.7164175251078 71 1.85733249643127 2981 3.47450763911698 7.14628182384811 99.2619926199262 100 7 0.903089986991944 57 1.76342799356294 0.136644771539531 25 1.41497334797082 2799 3.44715803134222 6.70997746559908 39 1.60205999132796 125 2.10037054511756 0.299659586709498 100 FALSE 1
1549 16 143 244 3 8 10 104 114 0.964912196060334 0.850877118344112 0.938514165424086 3 3 3 NO YES 104 2.02118929906994 114 2.06069784035361 52.6315789473684 96.4912280701754 100 100 95 1.98227123303957 100 2.00432137378264 87.719298245614 55 100 100 100 9 1 14 1.17609125905568 12.280701754386 100 100 3 0.602059991327962 4 0.698970004336019 3.50877192982456 6 0.845098040014257 10 1.04139268515822 8.7719298245614 0 0 0 0 0 NA FALSE 1
5474 215 1624 2896 34 7 101 541 790 0.994936696266624 0.839240495705816 0.881001506310047 4 0 5 NO NO 539 2.73239375982297 788 2.89707700320942 31.4720812182741 44.1624365482233 56.9796954314721 95.0507614213198 522 2.71850168886727 710 2.85186960072977 90.1015228426396 28.169014084507 40.5633802816901 54.6478873239437 96.9014084507042 17 1.25527250510331 78 1.89762709129044 9.89847715736041 100 100 2 0.477121254719662 4 0.698970004336019 0.50761421319797 13 1.14612803567824 72 1.86332286012046 9.13705583756345 2 0.477121254719662 2 0.477121254719662 0.253807106598985 100 FALSE 1
191044 14394 325761 94025 11354 287 24486 8486 53200 0.999078947180624 0.840150375781927 0.855544951965235 3 3 3 NO YES 8312 3.91975778050189 53002 4.7243004516116 16.752198030263 25.1443341760688 34.8307611033546 48.905701671635 8228 3.91534706232419 50091 4.69976837190959 94.5077544243614 15.0246551276676 23.1259108422671 32.6905032840231 47.0324010301252 84 1.92941892571429 2911 3.464191370641 5.49224557563866 98.3510821023703 100 11 1.07918124604762 49 1.69897000433602 0.0924493415342817 23 1.38021124171161 2645 3.42258983985148 4.99037772159541 50 1.70757017609794 217 2.3384564936046 0.409418512508962 100 FALSE 1
289479 28849 418605 176778 14034 428 42984 8969 61327 0.998777047467057 0.836760317505053 0.859931048326015 3 3 3 NO YES 8728 3.9409644934928 61068 4.78582080851662 17.1792100609157 25.4928931682714 34.9970524661034 48.8635619309622 8655 3.93731724776249 57328 4.75837436636443 93.8756795703151 14.9542980742395 22.9242255093497 32.4012698855707 46.532235556796 73 1.86923171973098 3740 3.5729877081982 6.12432042968494 99.2245989304813 100 10 1.04139268515822 75 1.88081359228079 0.122813912359992 25 1.41497334797082 3486 3.54245194737598 5.70839064649243 38 1.5910646070265 179 2.25527250510331 0.293115870832515 100 FALSE 1
218345 15933 361219 85374 14494 666 41983 7643 46611 0.997897491794234 0.837613438708113 0.854883856839832 3 3 3 NO YES 7480 3.87395965474335 46442 4.66692026535949 17.693036475604 26.2908574135481 36.038499633952 50.482322036088 7400 3.8692904042094 43473 4.63822960103756 93.6070797984583 15.4670715156534 23.7411726818945 33.40004140501 48.2230349872335 80 1.90848501887865 2969 3.47275644931721 6.39292020154171 98.5517009093971 100 13 1.14612803567824 98 1.99563519459755 0.21101589078851 26 1.43136376415899 2722 3.43504764133996 5.86107402781965 41 1.6232492903979 149 2.17609125905568 0.320830282933552 100 FALSE 1
274439 25340 449960 147876 14174 274 38980 9087 61484 0.99895907862225 0.850465161529753 0.864029525725469 3 3 3 NO YES 8862 3.94758074930432 61210 4.78682947459696 15.5628165332462 23.3768991994772 32.747917007025 46.4678974023852 8779 3.9434945159061 58270 4.76545247116644 95.1968632576376 14.1410674446542 21.6663806418397 30.8855328642526 44.777758709456 83 1.92427928606188 2940 3.46849502450707 4.80313674236236 98.5034013605442 100 12 1.11394335230684 64 1.81291335664286 0.104558078745303 26 1.43136376415899 2667 3.42618582524451 4.35713118771443 45 1.66275783168157 209 2.32221929473392 0.34144747590263 100 FALSE 1
280131 23944 465953 127928 14969 417 47621 9079 63174 0.998923607655218 0.831259695312746 0.866131499330183 3 3 3 NO YES 8860 3.94748273655692 62924 4.7988232242204 17.2938783294133 25.1255482804653 34.4828682219821 48.2439132922255 8787 3.94389004824847 58999 4.77085201164214 93.7623164452355 14.8765233309039 22.3800403396668 31.744605840777 45.8448448278784 73 1.86923171973098 3925 3.59395029526399 6.23768355476448 99.1337579617834 100 10 1.04139268515822 68 1.83884909073726 0.108066874324582 24 1.39794000867204 3638 3.56098205558624 5.78157777636514 39 1.60205999132796 219 2.34242268082221 0.348038904074757 100 FALSE 1
171118 13784 290264 93238 9738 338 14684 7644 41310 0.998571774147041 0.857419510806725 0.856184735854579 3 6 0 NO NO 7498 3.87500335360004 41150 4.61438039335643 14.8772782503038 22.8675577156744 32.3961117861482 46.6002430133657 7427 3.87087189506774 39641 4.59815555719196 96.3329283110571 14.3412123811206 22.1109457379985 31.2984031684367 45.5639363285487 71 1.85733249643127 1509 3.17897694729317 3.66707168894289 98.6083499005964 100 12 1.11394335230684 59 1.77815125038364 0.143377885783718 19 1.30102999566398 1323 3.12188798510368 3.21506682867558 40 1.61278385671974 127 2.10720996964787 0.308626974483597 100 FALSE 1
450928 41010 513142 194274 16894 735 38322 9934 70626 0.998371704330081 0.851910061329835 0.86638053034569 3 6 0 NO NO 9654 3.98475227811541 70310 4.84702327474368 15.2880102403641 23.0863319584696 32.210211918646 45.3790356990471 9576 3.98122948742 67142 4.82700074195129 95.4942397951927 14.1923088379852 21.6660212683566 30.5308152870037 43.8324744571207 78 1.89762709129044 3168 3.5009222391903 4.50576020480728 98.5164141414141 100 13 1.14612803567824 114 2.06069784035361 0.16213909827905 19 1.30102999566398 2802 3.44762309776029 3.98520836296402 46 1.67209785793572 252 2.40312052117582 0.358412743564216 100 FALSE 1
80558 7587 116265 36680 3084 214 6081 5183 20391 0.997793143544803 0.851061742508429 0.858368467280434 3 6 0 NO NO 5124 3.70969386972779 20328 4.30811601586561 16.4748130657222 25.2016922471468 35.1977567886659 50.7624950806769 5072 3.7052648623174 19370 4.2871520411255 95.2872884691067 15.358802271554 23.7274135260712 33.5776974703149 49.3804852865256 52 1.72427586960079 958 2.98181860717066 4.71271153089335 99.7912317327766 100 11 1.07918124604762 45 1.66275783168157 0.221369539551358 16 1.23044892137827 860 2.93500315145365 4.2306178669815 25 1.41497334797082 53 1.73239375982297 0.260724124360488 100 FALSE 1
721562 62878 990714 343985 30881 704 97678 14619 238984 0.999250995840757 0.831218826330164 0.896373778312616 3 6 0 NO NO 13957 4.14482319398989 238255 5.37704384628447 13.7571089798745 20.4537155568613 28.6218547354725 41.9605045014795 13845 4.14132432727542 224075 5.35039534325646 94.0483935279427 11.1971438134553 17.5512663170813 25.7083565770389 39.3787794265313 112 2.05307844348342 14180 4.15170685702258 5.95160647205725 98.3638928067701 99.9153737658674 17 1.25527250510331 179 2.25527250510331 0.0751295880464209 30 1.49136169383427 12939 4.11193427633268 5.43073597616 65 1.81954393554187 1062 3.0265332645233 0.445740907850832 97.5517890772128 FALSE 1
315298 28990 469031 187172 15939 323 40862 9635 72596 0.99896688509023 0.840500853925767 0.851314004722849 3 6 0 NO NO 9327 3.96978853741494 72241 4.85878976079576 16.6968895779405 25.0827092648219 34.4375077864371 48.1845489403524 9241 3.96576596418269 68507 4.83574128905431 94.8311900444346 15.1955274643467 23.1801129811552 32.3689549972995 46.352927438072 86 1.93951925261862 3734 3.57229060615142 5.1688099555654 98.4734868773433 100 9 1 74 1.8750612633917 0.102434905386138 24 1.39794000867204 3415 3.53351786201697 4.72723245802245 53 1.73239375982297 245 2.39093510710338 0.339142592156808 98.7755102040816 FALSE 1
343282 32159 556917 188605 16659 337 23853 9739 73184 0.999057170829818 0.86251093123326 0.850704955904985 3 3 3 NO YES 9461 3.97598294371255 72879 4.86260836396494 14.8849462808216 22.969579714321 32.5717970883245 46.3247300319708 9383 3.97238799910747 70908 4.8507013607441 97.2955172271848 14.8516387431601 22.777401703616 32.072544705816 45.769165679472 78 1.89762709129044 1971 3.29490691060519 2.70448277281521 97.869101978691 100 7 0.903089986991944 69 1.84509804001426 0.0946774791092084 24 1.39794000867204 1662 3.22089224921952 2.28049232289137 47 1.68124123737559 240 2.38201704257487 0.329312970814638 100 FALSE 1
2085 220 3098 1817 105 0 46 903 1294 0.999999992272025 0.852395665746556 0.887937496619037 3 3 3 NO YES 901 2.95520653754194 1292 3.11159852488039 21.4396284829721 31.5015479876161 45.7430340557276 68.9628482972136 888 2.94890176097021 1253 3.0982975364947 96.9814241486068 21.2290502793296 31.1252992817239 45.0917797286512 69.0343176376696 13 1.14612803567824 39 1.60205999132796 3.01857585139319 100 100 0 0 0 0 0 7 0.903089986991944 27 1.44715803134222 2.08978328173375 6 0.845098040014257 12 1.11394335230684 0.928792569659443 100 FALSE 1
215349 17711 300056 88969 10434 357 59566 7363 41678 0.998608378281441 0.81594606247518 0.86474858084635 5 2 2 NO YES 7197 3.85721184231689 41507 4.61813180806199 21.8011419760522 30.3322331173055 39.4535861420965 52.4032090972607 7127 3.85296769102882 37018 4.56842468291101 89.1849567542824 16.1029769301421 24.4205521638122 33.6890161543033 47.6497919930844 70 1.85125834871908 4489 3.65224634100332 10.8150432457176 99.5544664736021 100 9 1 58 1.77085201164214 0.139735466306888 25 1.41497334797082 4357 3.63928722591024 10.4970245982605 36 1.56820172406699 74 1.8750612633917 0.178283181150167 100 FALSE 1
225537 19210 335832 125038 11468 272 32768 9101 60758 0.999193521676291 0.840514829184549 0.863540461578646 5 2 2 NO YES 8900 3.9494388010365 60534 4.78200654674798 15.9926652790168 23.9782601513199 33.1367495952688 46.6465127036046 8820 3.94551782207784 57195 4.75736565748759 94.4840915848944 14.2390069061981 21.7134364892036 30.7579333857855 44.58431681091 80 1.90848501887865 3339 3.52374646681156 5.51590841510556 98.5324947589098 100 11 1.07918124604762 49 1.69897000433602 0.0809462450854065 28 1.46239799789896 3078 3.4884096889032 5.08474576271186 41 1.6232492903979 212 2.32837960343874 0.35021640730829 100 FALSE 1
349650 37269 503609 218001 16851 311 62290 9509 68315 0.999180267730487 0.835863280269946 0.875034637336656 5 2 2 NO YES 9251 3.96623562409858 68017 4.83262385779762 17.2148139435729 24.774688680771 33.9503359454254 47.1146919152565 9168 3.96232197272958 63070 4.79982971685092 92.7268182954261 13.7704138259077 21.1764705882353 30.3599175519264 43.989218328841 83 1.92427928606188 4947 3.69442969095708 7.27318170457386 98.9084293511219 100 8 0.954242509439325 56 1.75587485567249 0.0823323580869488 26 1.43136376415899 4652 3.66773305253327 6.83946660393725 49 1.69897000433602 239 2.38021124171161 0.351382742549657 100 FALSE 1
180051 14350 247098 96315 9959 208 14062 7101 38215 0.998665445244363 0.849561690213382 0.841318633699167 5 0 4 NO NO 6959 3.84260923961056 38063 4.58051442469319 16.1311509865223 24.5803010797888 34.6136668155427 49.1395843732759 6895 3.83859725281666 36690 4.56455954845705 96.392822425978 15.772690106296 23.9711092940856 33.7339874625238 48.236576723903 64 1.81291335664286 1373 3.13798673272353 3.60717757402202 98.9075018208303 100 7 0.903089986991944 51 1.7160033436348 0.133988387673068 22 1.36172783601759 1200 3.07954300740291 3.15266794524867 35 1.55630250076729 122 2.0899051114394 0.320521241100281 100 FALSE 1
