unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_mt_percent non_ribo_percent outliers total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID
17589 1237 46063 8821 1340 0 1422 4609 14471 0.836777001702179 0.881486503015339 FALSE 4477 3.65108408924301 14332 4.15633710087081 16.1875523304493 23.4300865196762 32.6751325704717 48.1509907898409 4436 3.64708942871655 13761 4.13868155351037 96.0159084566006 15.0715791003561 22.2149553084805 31.320398226873 47.02419882276 41 1.6232492903979 571 2.75739602879302 3.98409154339939 100 17 1.25527250510331 500 2.69983772586725 3.48869662294167 24 1.39794000867204 71 1.85733249643127 0.495394920457717 100 FALSE 1
17921 1001 50114 4999 1311 0 1205 4969 16194 0.826849449903143 0.87902872728867 FALSE 4837 3.68466586402586 16056 4.20566440737169 14.9414549078226 22.0416043846537 31.2717987045341 46.6865969108122 4795 3.68087917442681 15525 4.1910595818274 96.6928251121076 14.2028985507246 21.2689210950081 30.4347826086957 45.9001610305958 42 1.63346845557959 531 2.72591163229505 3.30717488789238 100 16 1.23044892137827 425 2.62940959910272 2.64698555057299 26 1.43136376415899 106 2.02938377768521 0.660189337319382 100 FALSE 1
16078 1075 50549 6314 1269 0 1505 4807 15933 0.861419694432047 0.931838993385431 FALSE 4654 3.66791968531736 15773 4.19794183649001 18.455588664173 25.0935142331833 33.8299625943067 48.944398655931 4612 3.66398345460827 15180 4.18130038026682 96.2404108286312 17.1607378129117 23.6429512516469 32.4308300395257 47.8260869565217 42 1.63346845557959 593 2.77378644498119 3.75958917136879 100 16 1.23044892137827 543 2.73559889969818 3.44259177074748 26 1.43136376415899 50 1.70757017609794 0.316997400621315 100 FALSE 1
14585 2880 23416 33237 474 0 1628 3319 7497 0.867813791025992 0.958382074987228 FALSE 3194 3.50447086249442 7366 3.86729066985488 18.5989682324192 24.4501764865599 32.7178930219929 49.0361118653272 3152 3.4987239707479 6756 3.82975391892497 91.7187075753462 14.1059798697454 19.9674363528715 28.5227945529899 45.7667258732978 42 1.63346845557959 610 2.78604121024255 8.28129242465381 100 20 1.32221929473392 560 2.74896286125616 7.60249796361662 22 1.36172783601759 50 1.70757017609794 0.678794461037198 100 FALSE 1
16752 1830 41310 14947 1048 0 890 4834 13156 0.864168439598534 0.910762457614429 FALSE 4705 3.67265192284 13020 4.11464433890228 13.5483870967742 19.5238095238095 27.6651305683564 42.6574500768049 4662 3.66866541545449 12644 4.10191883368042 97.1121351766513 12.1243277443847 18.2378993989244 26.5501423600127 41.830117051566 43 1.64345267648619 376 2.57634135020579 2.88786482334869 100 15 1.20411998265592 303 2.48287358360875 2.32718894009217 28 1.46239799789896 73 1.86923171973098 0.560675883256528 100 FALSE 1
17479 1904 41262 12592 1094 0 1908 4590 13173 0.872542320752644 0.904425032699436 FALSE 4450 3.64845759428252 13025 4.11481107383806 16.299424184261 22.8560460652591 31.1708253358925 46.0499040307102 4409 3.64443858946784 12353 4.09180759700167 94.8406909788868 13.0818424674168 19.8899052861653 28.5679592001943 44.0459807334251 41 1.6232492903979 672 2.82801506422398 5.15930902111324 100 15 1.20411998265592 600 2.77887447200274 4.60652591170825 26 1.43136376415899 72 1.86332286012046 0.55278310940499 100 FALSE 1
15765 1580 39746 13618 1139 0 1404 4442 12611 0.835778288132758 0.901196652766115 FALSE 4321 3.63568476254722 12487 4.09649289005436 15.0316328982141 21.5263874429407 30.2955073276207 46.0478898053976 4285 3.63205216670581 11936 4.07689519386605 95.5874109073436 13.262399463807 19.6967158176944 28.5439008042895 44.5710455764075 36 1.56820172406699 551 2.7419390777292 4.41258909265636 100 16 1.23044892137827 495 2.6954816764902 3.9641226875951 20 1.32221929473392 56 1.75587485567249 0.448466405061264 100 FALSE 1
17140 1401 41695 11186 1250 0 1437 4433 13482 0.831701527346313 0.883399433763957 FALSE 4292 3.63276088847944 13335 4.12502558681995 15.4855643044619 23.3370828646419 32.883389576303 48.7589051368579 4251 3.62859325585126 12778 4.10649687013897 95.8230221222347 14.2667084050712 22.0535295038347 31.4603224291751 47.5113476287369 41 1.6232492903979 557 2.74663419893758 4.17697787776528 100 19 1.30102999566398 498 2.69810054562339 3.73453318335208 22 1.36172783601759 59 1.77815125038364 0.442444694413198 100 FALSE 1
13726 1650 34329 21430 676 0 1239 3977 10220 0.854109588205372 0.924363087707351 FALSE 3868 3.58759872972125 10108 4.00470819654434 14.7803719825881 21.0724178868223 29.8872180451128 45.9438068856351 3832 3.58353881925435 9621 3.98326535256655 95.1820340324496 12.6702006028479 18.8857707099054 27.7933686726951 44.2885354952708 36 1.56820172406699 487 2.68841982200271 4.81796596755045 100 16 1.23044892137827 439 2.64345267648619 4.34309457855164 20 1.32221929473392 48 1.69019608002851 0.474871388998813 100 FALSE 1
13273 2922 23039 32275 466 0 1633 3068 6877 0.883670203746299 0.945905269877461 FALSE 2961 3.47158505418519 6763 3.8302035989257 22.0760017743605 27.6356646458672 35.6055005175218 50.8650007393169 2925 3.46627432178929 6177 3.79084790396543 91.3352062694071 16.9661648049215 22.6809130645945 31.0992391128379 47.4340294641412 36 1.56820172406699 586 2.76863810124761 8.66479373059293 100 17 1.25527250510331 538 2.73158876518674 7.95504953423037 19 1.30102999566398 48 1.69019608002851 0.709744196362561 100 FALSE 1
15410 1963 36810 16862 940 0 2878 4366 11331 0.887035565363132 0.930720209407634 FALSE 4247 3.62818450807341 11206 4.04948937193356 17.3746207388899 23.050151704444 30.7424593967517 45.4310190969124 4208 3.62417892574802 10323 4.01384799587183 92.1202927003391 11.6342148600213 17.7080306112564 25.9226968904388 41.6933062094352 39 1.60205999132796 883 2.94645226501307 7.8797072996609 100 11 1.07918124604762 817 2.91275330367132 7.29073710512226 28 1.46239799789896 66 1.82607480270083 0.58897019453864 100 FALSE 1
17373 1461 42688 9088 1275 0 1209 4231 14166 0.84279260140986 0.877875986251598 FALSE 4076 3.61034071145216 14008 4.14640713528705 17.7684180468304 26.1422044545974 36.0294117647059 52.5556824671616 4030 3.60541279815305 13490 4.1300441422876 96.302113078241 16.9829503335804 25.2186805040771 35.1000741289844 51.830985915493 46 1.67209785793572 518 2.71516735784846 3.69788692175899 100 16 1.23044892137827 437 2.6414741105041 3.11964591661907 30 1.49136169383427 81 1.91381385238372 0.57824100513992 100 FALSE 1
13389 2086 35341 20149 716 0 3635 3823 10346 0.88874927422313 0.933210000763579 FALSE 3704 3.56878821231535 10214 4.00923837096847 19.5124339142354 25.1517524965733 33.0624632856863 48.727237125514 3664 3.56407397897715 9209 3.96425963019685 90.1605639318582 12.107720708003 18.1995873601911 26.8976001737431 44.0764469540667 40 1.61278385671974 1005 3.00259798071991 9.83943606814177 100 15 1.20411998265592 956 2.98091193777684 9.35970236929704 25 1.41497334797082 49 1.69897000433602 0.479733698844723 100 FALSE 1
16434 1235 40473 10878 1123 0 1580 4415 12639 0.843658516620256 0.907033066672152 FALSE 4241 3.62757066418054 12461 4.09558774691874 16.4513281438087 23.2485354305433 32.0680523232485 47.5082256640719 4201 3.62345604806993 11861 4.07415791969732 95.1849771286414 14.5013068038108 21.220807689065 30.107073602563 45.9067532248546 40 1.61278385671974 600 2.77887447200274 4.81502287135864 100 16 1.23044892137827 539 2.73239375982297 4.32549554610384 24 1.39794000867204 61 1.79239168949825 0.489527325254795 100 FALSE 1
17209 1103 46155 4273 1476 0 1090 4637 14885 0.838696673941084 0.880483116907547 FALSE 4486 3.65195606953307 14733 4.16832066551887 16.6564854408471 23.7018937080024 32.7020973325188 48.5237222561596 4446 3.64806712944893 14317 4.15588235808181 97.1764067060341 15.8692463504924 22.9377662918209 32.010896137459 47.9639589299434 40 1.61278385671974 416 2.62013605497376 2.82359329396593 100 17 1.25527250510331 360 2.55750720190566 2.44349419670128 23 1.38021124171161 56 1.75587485567249 0.380099097264644 100 FALSE 1
16203 1496 40638 9407 1176 0 1191 4201 12835 0.857187377594712 0.894740245625052 FALSE 4053 3.60788374435699 12679 4.10311925354571 16.9019638772774 24.4419906932723 34.2219417935168 50.461392854326 4017 3.60400993241223 12221 4.08714227938381 96.3877277387807 15.7679404304067 23.2386875051141 33.0823991490058 49.4804025857131 36 1.56820172406699 458 2.66181268553726 3.61227226121934 100 15 1.20411998265592 415 2.61909333062674 3.27312879564634 21 1.34242268082221 43 1.64345267648619 0.339143465572995 100 FALSE 1
15158 1395 33825 17470 905 0 812 4108 10914 0.866868241829881 0.914146129607724 FALSE 3994 3.60151678365001 10795 4.03326287588448 15.5720240852246 22.3344140805929 31.1069939786938 46.7809170912459 3948 3.59648713373654 10397 4.01694981309756 96.3131079203335 14.484947581033 21.2657497355006 30.1048379340194 45.9363277868616 46 1.67209785793572 398 2.60097289568675 3.68689207966651 100 16 1.23044892137827 317 2.50242711998443 2.9365446966188 30 1.49136169383427 81 1.91381385238372 0.750347383047707 100 FALSE 1
13924 1861 32210 21187 758 0 2466 3993 9701 0.8887743522433 0.934644949340326 FALSE 3890 3.59006123080374 9593 3.98199971412988 19.2848952361097 24.6950901699156 32.5132909413114 47.1593870530595 3857 3.58636222330787 8851 3.94704140525522 92.2651933701657 13.5690882386171 19.3876398147102 27.7934696644447 43.565698791097 33 1.53147891704226 742 2.87098881376058 7.73480662983425 100 13 1.14612803567824 711 2.85247999363686 7.41165433128323 20 1.32221929473392 31 1.50514997831991 0.323152298551027 100 FALSE 1
14305 1294 45098 7276 1212 0 2588 4562 14145 0.83937787144618 0.92612164996702 FALSE 4417 3.64522571153542 13997 4.1460659891774 17.739515610488 24.4623847967422 33.2999928556119 48.5318282489105 4372 3.64077947734486 13035 4.11514435179311 93.1270986639994 14.4533947065593 21.1047180667434 29.9884925201381 45.807441503644 45 1.66275783168157 962 2.98362628712453 6.87290133600057 100 18 1.27875360095283 890 2.94987770403687 6.358505394013 27 1.44715803134222 72 1.86332286012046 0.514395941987569 100 FALSE 1
15371 1683 36401 15377 829 0 1343 4418 11537 0.86538961526793 0.914968436362628 FALSE 4285 3.63205216670581 11403 4.05705720863742 15.0662106463211 21.310181531176 29.9745680961151 45.8563535911602 4240 3.62746827245971 10879 4.03662889536216 95.4047180566518 12.5195330453167 18.9723320158103 27.906976744186 44.3147348101848 45 1.66275783168157 524 2.72015930340596 4.59528194334824 100 15 1.20411998265592 453 2.6570558528571 3.97263877926861 30 1.49136169383427 71 1.85733249643127 0.622643164079628 100 FALSE 1
16040 1023 45785 4204 1295 0 1323 4591 14938 0.839804524809342 0.894697486479123 FALSE 4429 3.64640372622307 14768 4.16935109049242 15.7705850487541 23.0295232936078 32.3808234019502 48.3477789815818 4392 3.64276120326532 14213 4.15271631110641 96.2418743228602 14.6837402378105 21.8110180820376 31.0771828607613 47.2525153028917 37 1.57978359661681 555 2.74507479158206 3.75812567713976 100 16 1.23044892137827 507 2.70586371228392 3.4330985915493 21 1.34242268082221 48 1.69019608002851 0.325027085590466 100 FALSE 1
16020 1079 43638 6349 1186 0 2431 4472 13607 0.821268464157222 0.901814579396943 FALSE 4329 3.63648789635337 13461 4.12910958622073 17.8218557313721 24.7529901196048 33.1476116187505 48.2727880543793 4292 3.63276088847944 12573 4.09947345601417 93.4031646980165 14.6822556271375 21.4507277499403 30.0007953551261 45.6931519923646 37 1.57978359661681 888 2.94890176097021 6.59683530198351 100 16 1.23044892137827 820 2.91434315711944 6.0916722383181 21 1.34242268082221 68 1.83884909073726 0.505163063665404 100 FALSE 1
12129 3257 18698 32360 359 0 1616 2843 5833 0.871249784208384 0.960567528600157 FALSE 2734 3.43695733066945 5719 3.75739602879302 22.6787899982514 28.2392026578073 36.0902255639098 51.984612694527 2699 3.43136376415899 5091 3.70688839498162 89.0190592760972 15.6550775879002 21.3514044392064 29.8958947161658 47.1813003339226 35 1.55630250076729 628 2.79865064544527 10.9809407239028 100 20 1.32221929473392 605 2.78247262416629 10.578772512677 15 1.20411998265592 23 1.38021124171161 0.402168211225739 100 FALSE 1
16073 1636 37271 10346 1172 0 2308 4127 11529 0.822187526392413 0.897301676379845 FALSE 3992 3.60129931019434 11389 4.0565237240791 17.262270611994 24.3656159452103 33.5060145754676 49.1351303889718 3953 3.59703666497765 10590 4.02493696803744 92.9844586882079 13.6260623229462 20.6610009442871 29.9527856468366 46.2511803588291 39 1.60205999132796 799 2.90308998699194 7.01554131179208 100 16 1.23044892137827 756 2.87909587950007 6.6379840196681 23 1.38021124171161 43 1.64345267648619 0.377557292123979 100 FALSE 1
14439 1715 31850 18519 741 0 988 4178 10599 0.872629492525116 0.943389995858104 FALSE 4074 3.610127613076 10488 4.02073408541152 16.0564454614798 21.9012204424104 30.0152555301297 45.3852021357742 4030 3.60541279815305 10068 4.00298634085679 95.9954233409611 14.0345649582837 19.9841080651569 28.3075089392133 44.0901867302344 44 1.65321251377534 420 2.62428209583567 4.0045766590389 100 16 1.23044892137827 347 2.54157924394658 3.30854309687262 28 1.46239799789896 73 1.86923171973098 0.696033562166285 100 FALSE 1
16857 999 41545 4740 1275 0 2925 4501 14391 0.819470501827899 0.887290051219477 FALSE 4362 3.63978521298682 14247 4.15375390645519 19.0215483961536 26.5178634098407 35.9233522846915 51.2599143679371 4320 3.63558426631123 13124 4.11809931207799 92.1176388011511 14.9497104541298 22.4702834501676 32.1014934471198 48.1103322157879 42 1.63346845557959 1123 3.05076631123304 7.88236119884888 100 17 1.25527250510331 1061 3.02612451674545 7.44718186284832 25 1.41497334797082 62 1.79934054945358 0.435179336000562 100 FALSE 1
13402 1539 30890 18496 784 0 995 3939 9502 0.86718585469671 0.918226775177041 FALSE 3839 3.58433122436753 9401 3.97322024685223 15.2111477502393 21.4019785129242 30.1031805127114 46.1227528986278 3801 3.58001211252942 9023 3.95539908663927 95.9791511541325 12.878200155159 19.2397207137316 28.1946137648232 44.7079685248809 38 1.5910646070265 378 2.57863920996807 4.02084884586746 100 13 1.14612803567824 331 2.52113808370404 3.52090203169876 25 1.41497334797082 47 1.68124123737559 0.499946814168705 100 FALSE 1
15743 777 40538 5220 1199 0 1692 4283 13074 0.841517515036318 0.885650232790093 FALSE 4156 3.61878002450621 12943 4.1120685042682 16.8739859383451 24.3838368229931 33.8329599011048 49.2235185042108 4113 3.61426428735871 12301 4.08997572268773 95.0397898477942 15.1125924721567 22.5022355906024 31.8754572798959 47.6790504837005 43 1.64345267648619 642 2.80821097292422 4.96021015220583 100 18 1.27875360095283 577 2.76192783842053 4.45800818975508 25 1.41497334797082 65 1.81954393554187 0.502201962450746 100 FALSE 1
13274 1526 29398 18784 686 0 1037 3968 9583 0.877700093000417 0.929770500082959 FALSE 3834 3.583765368285 9442 3.97510998968616 19.6992162677399 25.0582503706842 32.7155263715315 47.352255877992 3794 3.5792117802315 8991 3.95385629822499 95.2234696038975 17.5731286842398 22.9896563229897 30.7529751974196 45.8569680791903 40 1.61278385671974 451 2.65513843481138 4.77653039610252 100 19 1.30102999566398 402 2.60530504614111 4.25757254818894 21 1.34242268082221 49 1.69897000433602 0.518957847913578 100 FALSE 1
15478 1039 36689 9628 1082 0 1077 4075 11341 0.849395996076716 0.886693513187979 FALSE 3955 3.59725628292514 11220 4.0500315623684 15.3119429590018 22.3083778966132 32.2905525846702 48.9304812834225 3911 3.59239884611556 10801 4.03350417294517 96.2655971479501 14.1746134617165 21.1739653735765 31.2656235533747 48.0603647810388 44 1.65321251377534 419 2.6232492903979 3.73440285204991 100 14 1.17609125905568 357 2.55388302664387 3.18181818181818 30 1.49136169383427 62 1.79934054945358 0.552584670231729 100 FALSE 1
13741 1644 34180 11944 873 0 1227 3866 10941 0.842610363913161 0.905126674776826 FALSE 3734 3.57229060615142 10798 4.03338354117312 18.1515095388035 25.6621596591961 35.1453972957955 50.8612706056677 3687 3.56679091238159 10260 4.01118968760999 95.0175958510835 16.5009746588694 23.9278752436647 33.4697855750487 49.4834307992203 47 1.68124123737559 538 2.73158876518674 4.98240414891647 100 18 1.27875360095283 466 2.66931688056611 4.31561400259307 29 1.47712125471966 72 1.86332286012046 0.666790146323393 100 FALSE 1
15004 917 40856 3858 1422 0 1118 4277 13058 0.835962627633663 0.881910796514936 FALSE 4128 3.6158448828747 12902 4.11069069727375 17.1213765307704 24.1977987908851 33.6304448922648 49.5039528755232 4085 3.61129836229643 12488 4.09652766560644 96.7911951635405 16.183536194747 23.2383087764254 32.7033952594491 48.7588084561179 43 1.64345267648619 414 2.61804809671209 3.20880483645946 100 17 1.25527250510331 366 2.56466606425209 2.83676949310184 26 1.43136376415899 48 1.69019608002851 0.372035343357619 100 FALSE 1
13440 1012 36245 10681 1116 0 1982 4007 11069 0.837202998611254 0.896466802360825 FALSE 3895 3.59061894820658 10955 4.03965202358192 16.4582382473756 23.1218621633957 31.8575992697398 47.7681424007303 3856 3.58624963886604 10247 4.01063911673663 93.5371976266545 13.3014540841222 19.7911583878208 28.7303601053967 45.2132331414072 39 1.60205999132796 708 2.85064623518307 6.4628023733455 100 17 1.25527250510331 649 2.81291335664286 5.92423550890005 22 1.36172783601759 59 1.77815125038364 0.538566864445459 100 FALSE 1
12591 1801 30014 15891 883 0 2761 3609 9193 0.856956378922053 0.930272021894896 FALSE 3492 3.54319858563765 9070 3.95765516694349 21.0253583241455 27.0011025358324 34.773980154355 50.1653803748622 3456 3.53869937954241 8198 3.91376088641232 90.3858875413451 15.1256404000976 21.1027079775555 29.4096121005123 46.0722127348134 36 1.56820172406699 872 2.94101424370557 9.61411245865491 100 16 1.23044892137827 823 2.91592721169712 9.07386990077178 20 1.32221929473392 49 1.69897000433602 0.540242557883131 100 FALSE 1
11451 4147 17306 29727 344 0 1553 2598 5715 0.879265090324996 0.964127796801755 FALSE 2512 3.40019248859258 5627 3.75035408876271 26.5150168828861 32.2018837746579 40.2523547183224 56.1222676381731 2473 3.3933996952931 5046 3.70303330473369 89.6747822996268 21.0265556876734 26.674593737614 35.3349187475228 52.3186682520809 39 1.60205999132796 581 2.76492298464989 10.3252177003732 100 18 1.27875360095283 540 2.73319726510657 9.59658787986494 21 1.34242268082221 41 1.6232492903979 0.728629820508264 100 FALSE 1
15675 1146 35615 7289 907 0 612 4059 12103 0.870858464123888 0.889530786143282 FALSE 3929 3.59439255037543 11967 4.07802158052039 22.0857357733768 28.9128436533801 37.4947773042534 52.4609342358152 3897 3.5908418347816 11695 4.06803735961379 97.7270828110638 21.3766566908935 28.2599401453613 36.9303120991877 52.0478837109876 32 1.51851393987789 272 2.43616264704076 2.27291718893624 100 12 1.11394335230684 224 2.35218251811136 1.87181415559455 20 1.32221929473392 48 1.69019608002851 0.40110303334169 100 FALSE 1
15555 1113 39211 5602 1075 0 813 4517 13519 0.855314741581985 0.890597758267802 FALSE 4368 3.64038204470957 13360 4.125838963995 19.1392215568862 25.7410179640719 34.0269461077844 48.8622754491018 4319 3.63548374681491 12974 4.1131073665205 97.1107784431138 18.5062432557423 25.1040542623709 33.420687528904 48.3582549714814 49 1.69897000433602 386 2.58771096501891 2.88922155688623 100 16 1.23044892137827 316 2.50105926221775 2.36526946107784 33 1.53147891704226 70 1.85125834871908 0.523952095808383 100 FALSE 1
12898 1143 35230 9156 811 0 1313 3902 10869 0.851320267870715 0.902014074878945 FALSE 3804 3.58035466110659 10769 4.03221570329798 16.371065094252 23.5676478781688 32.9464202804346 49.438202247191 3765 3.57588031568065 10287 4.01233095558015 95.5241898040672 14.8536988432002 22.0569651015845 31.437736949548 48.1189851268591 39 1.60205999132796 482 2.68394713075151 4.47581019593277 100 16 1.23044892137827 422 2.62634036737504 3.91865539975857 23 1.38021124171161 60 1.78532983501077 0.557154796174204 100 FALSE 1
9800 2407 19670 27806 452 0 876 2518 5460 0.876373624768547 0.971793091954044 FALSE 2427 3.38524868240322 5357 3.72900270927219 20.6272167257794 27.1233899570655 36.587642337129 54.6574575322009 2391 3.37876117531637 5038 3.70234435835577 94.0451745379877 18.0031758634379 24.632790789996 34.2993251290195 52.9376736800318 36 1.56820172406699 319 2.50514997831991 5.95482546201232 100 18 1.27875360095283 287 2.45939248775923 5.35747619936532 18 1.27875360095283 32 1.51851393987789 0.597349262647004 100 FALSE 1
14209 1653 30596 12493 648 0 504 3805 10419 0.87350033508638 0.893367028153347 FALSE 3691 3.56726169235387 10301 4.01292154554456 17.7361421221241 25.0558198233181 33.957868168139 50.3640423259878 3655 3.56300618706179 10045 4.00199317382353 97.5148043879235 16.9935291189647 24.3802887008462 33.4295669487307 50.0348432055749 36 1.56820172406699 256 2.40993312333129 2.4851956120765 100 12 1.11394335230684 187 2.27415784926368 1.815357732259 24 1.39794000867204 69 1.84509804001426 0.669837879817493 100 FALSE 1
13324 1404 27871 14594 723 0 687 3660 8693 0.863108247022767 0.903369488819178 FALSE 3538 3.54888056263751 8565 3.93277807006055 15.3415061295972 21.7513134851138 30.7413893753649 47.2971395213076 3495 3.54357142396237 8290 3.91860691514498 96.7892586106246 14.16164053076 20.7117008443908 29.7587454764777 46.670687575392 43 1.64345267648619 275 2.44090908206522 3.21074138937536 100 16 1.23044892137827 223 2.35024801833416 2.60361938120257 27 1.44715803134222 52 1.72427586960079 0.607122008172796 100 FALSE 1
14221 1270 33329 9851 800 0 881 3939 10691 0.852586286734088 0.907959117052552 FALSE 3818 3.58194965837332 10568 4.0240338979009 16.6919000757002 23.334595003785 32.2199091597275 48.5333080999243 3775 3.57703198562603 10191 4.00825941499127 96.4326267978804 15.3566872730841 22.0979295456776 31.0960651555294 47.689137474242 43 1.64345267648619 377 2.57749179983723 3.56737320211961 100 16 1.23044892137827 311 2.49415459401844 2.94284632853899 27 1.44715803134222 66 1.82607480270083 0.624526873580621 100 FALSE 1
12264 1689 25403 18774 640 0 1114 3361 8145 0.859300183107059 0.90509403917245 FALSE 3262 3.51361707378787 8039 3.90525604874845 18.5844010449061 25.4509267321806 34.6311730314716 50.6281875855206 3225 3.50866436305294 7593 3.88047059280378 94.4520462744122 15.9752403529567 22.994863690241 32.4509416567891 48.9266429606216 37 1.57978359661681 446 2.65030752313194 5.54795372558776 100 15 1.20411998265592 381 2.58206336291171 4.73939544719492 22 1.36172783601759 65 1.81954393554187 0.808558278392835 100 FALSE 1
13325 1080 38610 6055 988 0 619 4151 12420 0.849194846337202 0.914653047783375 FALSE 4050 3.60756224318359 12317 4.09054019975424 17.8614922464886 25.2577738085573 34.3508971340424 49.8335633677032 4019 3.60422605308447 12023 4.08004896757885 97.6130551270602 17.5996007652 24.8606836895949 33.9016884305082 49.4136238875489 31 1.50514997831991 294 2.46982201597816 2.38694487293984 100 14 1.17609125905568 256 2.40993312333129 2.07842818868231 17 1.25527250510331 38 1.5910646070265 0.30851668425753 100 FALSE 1
11527 1673 31536 14552 774 0 4452 3839 10226 0.842753764088839 0.957949385928627 FALSE 3716 3.57019256109573 10094 4.00410632327966 26.1145234792946 31.2462849217357 38.2702595601347 51.9615613235585 3670 3.56478438450399 8563 3.9326766586224 84.8325738062215 15.6954338432792 21.0440266261824 28.9968468994511 44.7273151932734 46 1.67209785793572 1531 3.18525876529659 15.1674261937785 100 19 1.30102999566398 1478 3.16996817399689 14.6423617990886 27 1.44715803134222 53 1.73239375982297 0.525064394689915 100 FALSE 1
12187 1000 31851 12599 824 0 776 3912 9995 0.873636817535131 0.923360757017752 FALSE 3791 3.57886832866603 9870 3.994361151908 18.3687943262411 24.2147922998987 32.4417426545086 48.0749746707193 3746 3.5736836930938 9511 3.97827184161064 96.3627152988855 17.1906213857639 23.078540637157 31.3952265797498 47.2505519924298 45 1.66275783168157 359 2.55630250076729 3.63728470111449 100 19 1.30102999566398 305 2.48572142648158 3.09017223910841 26 1.43136376415899 54 1.74036268949424 0.547112462006079 100 FALSE 1
13311 969 36887 5491 1120 0 1408 4297 12120 0.864851484434941 0.916995943072654 FALSE 4180 3.62128016755041 12000 4.07921743574657 17.5916666666667 23.9 32.4416666666667 47.9583333333333 4134 3.61647551388857 11450 4.05884341466876 95.4166666666667 15.7991266375546 22.1222707423581 30.7423580786026 46.6200873362445 46 1.67209785793572 550 2.74115159885178 4.58333333333333 100 17 1.25527250510331 481 2.68304703823885 4.00833333333333 29 1.47712125471966 69 1.84509804001426 0.575 100 FALSE 1
10355 2162 25523 19751 614 0 938 3615 9046 0.891885915441205 0.953901222749035 FALSE 3496 3.54369563230924 8921 3.9504622189056 19.1682546799686 25.3110637820872 33.8527070956171 49.7029480999888 3453 3.53832233323144 8497 3.9293167267535 95.2471695998207 17.2178415911498 23.3141108626574 31.9642226668236 48.3935506649406 43 1.64345267648619 424 2.62838893005031 4.75283040017935 100 17 1.25527250510331 368 2.56702636615906 4.12509808317453 26 1.43136376415899 56 1.75587485567249 0.62773231700482 100 FALSE 1
12502 858 32485 9744 867 0 1802 4032 10471 0.837551331451102 0.908317344745158 FALSE 3900 3.59117595031179 10333 4.01426845720964 17.2650730668731 23.9523855608245 32.6139552888803 47.5660505177586 3857 3.58636222330787 9629 3.98362628712453 93.1868769960321 13.9162945269498 20.5421123688857 29.3592273340949 44.9371689687403 43 1.64345267648619 704 2.8481891169914 6.81312300396787 100 17 1.25527250510331 639 2.80617997398389 6.18407045388561 26 1.43136376415899 65 1.81954393554187 0.629052550082261 100 FALSE 1
13551 892 31356 9156 903 0 1190 3627 9782 0.870271927141411 0.890921191043558 FALSE 3492 3.54319858563765 9644 3.9843022319799 20.3235172127748 27.3849025300705 36.4682704272086 52.447117378681 3453 3.53832233323144 9184 3.96307916064183 95.230194939859 18.5757839721254 25.6315331010453 34.8214285714286 51.1868466898955 39 1.60205999132796 460 2.66370092538965 4.76980506014102 100 18 1.27875360095283 412 2.6159500516564 4.27208627125674 21 1.34242268082221 48 1.69019608002851 0.49771878888428 100 FALSE 1
11608 1511 28687 12271 894 0 1466 3681 9386 0.855103344497013 0.910610578936097 FALSE 3556 3.55108386518578 9255 3.96642334594369 18.5737439222042 25.9643435980551 35.407887628309 51.2155591572123 3521 3.54678935163126 8698 3.93946933084353 93.9816315505132 15.8542193607726 23.2697171763624 32.8581283053576 49.2182110830076 35 1.55630250076729 557 2.74663419893758 6.01836844948676 100 17 1.25527250510331 513 2.71096311899528 5.54294975688817 18 1.27875360095283 44 1.65321251377534 0.475418692598595 100 FALSE 1
11831 1324 30179 11501 648 0 1429 3507 8669 0.884992500997817 0.929056489726047 FALSE 3422 3.53440689913788 8580 3.9335379019717 16.1072261072261 22.1678321678322 30.8041958041958 47.4825174825175 3390 3.53032778977809 8122 3.90971645323434 94.6620046620047 12.5092341787737 18.7884757448904 27.8010342280227 45.3213494213248 32 1.51851393987789 458 2.66181268553726 5.33799533799534 100 13 1.14612803567824 408 2.61172330800734 4.75524475524475 19 1.30102999566398 50 1.70757017609794 0.582750582750583 100 FALSE 1
